spec,model,theorem,n,rep,W_hat,W_true,se
Model1,Model1,Theorem 1,90,0,1.2239680527348158,0.38436191678047177,0.23645702786519457
Model8,Model8,Theorem 2,90,0,0.6481382068746557,0.38436191678047177,0.1848726615876436
Model15,Model15,Theorem 3,90,0,4.025390625,3.141592653589793,0.0
