learner,var_plugin,var_dml,mean_se2,added_var_ratio
gbr,0.0003330295004180601,0.00032052751473947536,0.00031014943337273,-0.04030955511551805
rf,0.000332644997212932,0.000332260493524923,0.0003687950411287272,-0.0010425945176275229
krr,0.0002837207713210702,0.0002939223046323675,0.0002598056333101641,0.039266020452752806
