dim,n,K,rep,n_t,n_c,W_true,V_true,W_hat,W_se,V_hat,V_se,eps_band,n_band,share_pos,V_loo,W_dev,V_dev,n_varV,W_cover,V_cover
3,1000,25,19,495,505,0.37796080233885754,0.573486328125,0.3284811980691352,0.04190094590757941,0.47021484375,0.06187926614858979,0.007941189222143395,31,0.47021484375,,-0.04947960426972231,-0.103271484375,3.82904357908801,1.0,1.0
3,1000,25,20,498,502,0.37796080233885754,0.573486328125,0.4183420108364839,0.046881752003861105,0.597900390625,0.0505806368199642,0.008667598711488169,31,0.597900390625,,0.040381208497626386,0.0244140625,2.558400821113118,1.0,1.0
3,1000,25,21,494,506,0.37796080233885754,0.573486328125,0.2988007757127648,0.04369625799428938,0.48876953125,0.03437665028797116,0.007600709545142605,21,0.48876953125,,-0.07916002662609273,-0.084716796875,1.1817540850214678,1.0,0.0
3,1000,25,22,481,519,0.37796080233885754,0.573486328125,0.4162605545715079,0.04658638297745455,0.60107421875,0.059544485254894926,0.007426455962805314,33,0.60107421875,,0.038299752232650364,0.027587890625,3.545545724270399,1.0,1.0
3,1000,25,23,501,499,0.37796080233885754,0.573486328125,0.37858271800418863,0.04554637437434048,0.5,0.04168026424568439,0.008382237654161876,25,0.5,,0.0006219156653310964,-0.073486328125,1.7372444275900767,1.0,1.0
3,1000,25,24,517,483,0.37796080233885754,0.573486328125,0.3989386638593003,0.046170690531804906,0.61083984375,0.048652765772355125,0.007717860058362869,29,0.61083984375,,0.020977861520442787,0.037353515625,2.3670916172996503,1.0,1.0
3,1000,25,25,507,493,0.37796080233885754,0.573486328125,0.37171217178108346,0.04547327881144721,0.55615234375,0.055108175333591115,0.00789417029124479,37,0.55615234375,,-0.006248630557774082,-0.017333984375,3.0369109885978203,1.0,1.0
3,1000,25,26,502,498,0.37796080233885754,0.573486328125,0.5244591558804635,0.050081715525741234,0.6171875,0.03193795277726212,0.009104417540996302,22,0.6171875,,0.146498353541606,0.043701171875,1.0200328276026251,0.0,1.0
3,1000,25,27,505,495,0.37796080233885754,0.573486328125,0.3092741576800977,0.05052202586859032,0.564697265625,0.05707972243263987,0.007064483421773451,32,0.564697265625,,-0.06868664465875984,-0.0087890625,3.258094712987211,1.0,1.0
3,1000,25,28,473,527,0.37796080233885754,0.573486328125,0.41517841196293337,0.04405501527685022,0.559814453125,0.04122811936872136,0.007208699219886419,22,0.559814453125,,0.03721760962407583,-0.013671875,1.6997578266815374,1.0,1.0
3,1000,25,29,489,511,0.37796080233885754,0.573486328125,0.4705468214413447,0.050329996446429125,0.5908203125,0.03916581098391034,0.007909663735687696,20,0.5908203125,,0.09258601910248715,0.017333984375,1.5339607500273915,1.0,1.0
3,1000,25,30,516,484,0.37796080233885754,0.573486328125,0.4214541042331622,0.04694893101173937,0.6025390625,0.04841208105001001,0.007733672412141317,26,0.6025390625,,0.04349330189430467,0.029052734375,2.3437295915927385,1.0,1.0
3,1000,25,31,492,508,0.37796080233885754,0.573486328125,0.4235647120933147,0.04586747125477378,0.573486328125,0.0659894935056081,0.008600719173311776,48,0.573486328125,,0.04560390975445716,0.0,4.354613253126693,1.0,1.0
3,1000,25,32,526,474,0.37796080233885754,0.573486328125,0.4244705178580036,0.04941496520601759,0.617431640625,0.04065263822838989,0.0077198361876840765,18,0.617431640625,,0.046509715519146066,0.0439453125,1.652636994928347,1.0,1.0
3,1000,25,33,494,506,0.37796080233885754,0.573486328125,0.36753436679392715,0.04256865176731565,0.5263671875,0.05222324673569395,0.008396172124251254,34,0.5263671875,,-0.01042643554493039,-0.047119140625,2.727267499617169,1.0,1.0
3,1000,25,34,507,493,0.37796080233885754,0.573486328125,0.4173391311684884,0.04929539949431029,0.570068359375,0.041818477748275434,0.00859220722463822,29,0.570068359375,,0.03937832882963088,-0.00341796875,1.7487850811830077,1.0,1.0
3,1000,25,35,500,500,0.37796080233885754,0.573486328125,0.43014179077211406,0.0491974488809676,0.607177734375,0.03644282947389655,0.007886101081325569,18,0.607177734375,,0.052180988433256525,0.03369140625,1.3280798200635031,1.0,1.0
3,1000,25,36,506,494,0.37796080233885754,0.573486328125,0.41274336614260887,0.05207429923822011,0.593994140625,0.04502280762666266,0.007322277151806571,27,0.593994140625,,0.03478256380375133,0.0205078125,2.0270532065874733,1.0,1.0
3,1000,25,37,506,494,0.37796080233885754,0.573486328125,0.32891486092102695,0.05070645176482694,0.62353515625,0.0607168764858541,0.006923677849014107,35,0.62353515625,,-0.049045941417830585,0.050048828125,3.6865390901984627,1.0,1.0
3,1000,25,38,500,500,0.37796080233885754,0.573486328125,0.3101535836133673,0.045997365652320515,0.527099609375,0.04334714479072665,0.006876898564368759,22,0.527099609375,,-0.06780721872549023,-0.04638671875,1.8789749615082203,1.0,1.0
3,1000,25,39,492,508,0.37796080233885754,0.573486328125,0.43564389688791894,0.04615126293155214,0.552490234375,0.04661865645457648,0.00829568093849946,32,0.552490234375,,0.0576830945490614,-0.02099609375,2.1732991296298256,1.0,1.0
3,1000,25,40,511,489,0.37796080233885754,0.573486328125,0.39459587948723057,0.04672316036889738,0.5576171875,0.03846285264176599,0.00830393145316388,25,0.5576171875,,0.016635077148373034,-0.015869140625,1.4793910333422053,1.0,1.0
3,1000,25,41,500,500,0.37796080233885754,0.573486328125,0.4382721844086093,0.04720249728246081,0.589111328125,0.04712982878276605,0.007942187776541536,28,0.589111328125,,0.060311382069751784,0.015625,2.2212207610928436,1.0,1.0
3,1000,25,42,504,496,0.37796080233885754,0.573486328125,0.36740539258446747,0.05122546526213988,0.546142578125,0.056143048211117326,0.007308052296563201,30,0.546142578125,,-0.010555409754390066,-0.02734375,3.1520418624358446,1.0,1.0
3,1000,25,43,497,503,0.37796080233885754,0.573486328125,0.46832628198077986,0.050449982514299656,0.644775390625,0.03235612877073784,0.007526590681986221,16,0.644775390625,,0.09036547964192232,0.0712890625,1.046919069028569,1.0,0.0
3,1000,25,44,483,517,0.37796080233885754,0.573486328125,0.38337761953817007,0.049896511997884516,0.563720703125,0.04614162269926504,0.009074940011525773,30,0.563720703125,,0.005416817199312529,-0.009765625,2.129049345321331,1.0,1.0
3,1000,25,45,502,498,0.37796080233885754,0.573486328125,0.44128022895683994,0.05322189703099553,0.602294921875,0.04486168445423402,0.007681301811394434,29,0.602294921875,,0.0633194266179824,0.02880859375,2.012570732071262,1.0,1.0
3,1000,25,46,500,500,0.37796080233885754,0.573486328125,0.4215620347624994,0.05072014748373669,0.608642578125,0.029732942797058966,0.007484953927023606,19,0.608642578125,,0.04360123242364189,0.03515625,0.8840478873731807,1.0,1.0
3,1000,25,47,486,514,0.37796080233885754,0.573486328125,0.4642094782859577,0.046794276554965,0.611083984375,0.0479881218289167,0.008280269153881385,31,0.611083984375,,0.08624867594710017,0.03759765625,2.3028598366669515,1.0,1.0
3,1000,25,48,521,479,0.37796080233885754,0.573486328125,0.2434157963787984,0.04287184941185914,0.50830078125,0.05764244937500151,0.0061944092414797786,28,0.50830078125,,-0.13454500596005914,-0.065185546875,3.3226519699496118,0.0,1.0
3,1000,25,49,492,508,0.37796080233885754,0.573486328125,0.42403590702169247,0.049801508840527156,0.630615234375,0.043304565655655144,0.007286996113815594,25,0.630615234375,,0.04607510468283493,0.05712890625,1.875285406624947,1.0,1.0
3,1000,50,0,513,487,0.37796080233885754,0.573486328125,0.4804151097895047,0.04682517141536753,0.576171875,0.047495475897378306,0.00955326062379287,22,0.576171875,,0.10245430745064715,0.002685546875,2.2558202307184434,0.0,1.0
3,1000,50,1,525,475,0.37796080233885754,0.573486328125,0.5270734591634294,0.047166036494071355,0.5908203125,0.05860099667748067,0.009575445764500983,38,0.5908203125,,0.14911265682457187,0.017333984375,3.434076811594101,0.0,1.0
3,1000,50,2,475,525,0.37796080233885754,0.573486328125,0.3673277114475081,0.0506157735956976,0.544189453125,0.057746270515028036,0.00749050002748238,35,0.544189453125,,-0.01063309089134945,-0.029296875,3.334631758394796,1.0,1.0
3,1000,50,3,479,521,0.37796080233885754,0.573486328125,0.43478644945751793,0.04549995066160953,0.574462890625,0.06384786584058784,0.009852936031165925,43,0.574462890625,,0.056825647118660394,0.0009765625,4.076549972397704,1.0,1.0
3,1000,50,4,500,500,0.37796080233885754,0.573486328125,0.4681239510598687,0.04922523266294313,0.6005859375,0.04238885426893278,0.008383643967926865,24,0.6005859375,,0.09016314872101117,0.027099609375,1.796814966232821,1.0,1.0
3,1000,50,5,515,485,0.37796080233885754,0.573486328125,0.430840345212068,0.0452693959663746,0.55322265625,0.05099862526989535,0.009243681178344586,30,0.55322265625,,0.05287954287321045,-0.020263671875,2.6008597794192085,1.0,1.0
3,1000,50,6,502,498,0.37796080233885754,0.573486328125,0.3876311162238897,0.04493240788934323,0.553955078125,0.06325767015290132,0.007436339898923706,30,0.553955078125,,0.009670313885032145,-0.01953125,4.001532833173263,1.0,1.0
3,1000,50,7,508,492,0.37796080233885754,0.573486328125,0.4344880593136249,0.04941631008445509,0.633056640625,0.0701250823130442,0.008300410098202088,39,0.633056640625,,0.05652725697476735,0.0595703125,4.917527169411225,1.0,1.0
3,1000,50,8,470,530,0.37796080233885754,0.573486328125,0.40553849881476234,0.0476076833355107,0.5693359375,0.0480135618955288,0.0086529388792071,25,0.5693359375,,0.0275776964759048,-0.004150390625,2.305302125895775,1.0,1.0
3,1000,50,9,497,503,0.37796080233885754,0.573486328125,0.29372531134180796,0.046339244646326924,0.52099609375,0.052423413293969635,0.007835005320622614,29,0.52099609375,,-0.08423549099704958,-0.052490234375,2.7482142613903524,1.0,1.0
3,1000,50,10,518,482,0.37796080233885754,0.573486328125,0.4394712058337926,0.04341056066630645,0.5625,0.053439641243370646,0.009408133137483312,33,0.5625,,0.061510403494935084,-0.010986328125,2.8557952562201607,1.0,1.0
3,1000,50,11,515,485,0.37796080233885754,0.573486328125,0.38848267411411386,0.046822557744175514,0.538818359375,0.049696676794071096,0.00859274334930716,31,0.538818359375,,0.01052187177525632,-0.03466796875,2.4697596843743646,1.0,1.0
3,1000,50,12,500,500,0.37796080233885754,0.573486328125,0.3783215469540616,0.04178021259053146,0.5244140625,0.058461321871057376,0.008647987991803146,39,0.5244140625,,0.0003607446152040783,-0.049072265625,3.4177261549113713,1.0,1.0
3,1000,50,13,500,500,0.37796080233885754,0.573486328125,0.5026016011289185,0.047896579639200944,0.572021484375,0.030923023973011297,0.00921711278136633,18,0.572021484375,,0.12464079879006096,-0.00146484375,0.9562334116354314,0.0,1.0
3,1000,50,14,485,515,0.37796080233885754,0.573486328125,0.42277184638509724,0.043334983646420626,0.549560546875,0.05144499193166443,0.008609010747368832,37,0.549560546875,,0.0448110440462397,-0.02392578125,2.646587194849018,1.0,1.0
3,1000,50,15,513,487,0.37796080233885754,0.573486328125,0.43687377323046167,0.046700626466558946,0.611572265625,0.05208330717020823,0.0092046515053421,37,0.611572265625,,0.05891297089160413,0.0380859375,2.712670885786264,1.0,1.0
3,1000,50,16,492,508,0.37796080233885754,0.573486328125,0.43595606316418356,0.04282957888542178,0.54638671875,0.05431648005698115,0.009077590463930434,36,0.54638671875,,0.05799526082532602,-0.027099609375,2.950280005780431,1.0,1.0
3,1000,50,17,478,522,0.37796080233885754,0.573486328125,0.3697236759633931,0.048514017359521835,0.607421875,0.055716327876902574,0.007990446550108464,30,0.607421875,,-0.00823712637546442,0.033935546875,3.104309192086511,1.0,1.0
3,1000,50,18,499,501,0.37796080233885754,0.573486328125,0.43484809052836215,0.052814899395638534,0.634765625,0.06365816727972652,0.007647333407572117,38,0.634765625,,0.056887288189504615,0.061279296875,4.052362261413645,1.0,1.0
3,1000,50,19,508,492,0.37796080233885754,0.573486328125,0.40120100515413787,0.04429749881274034,0.562255859375,0.06442009091323359,0.008723160301586019,35,0.562255859375,,0.02324020281528033,-0.01123046875,4.14994811326928,1.0,1.0
3,1000,50,20,514,486,0.37796080233885754,0.573486328125,0.3978671083041898,0.04361061069443494,0.542236328125,0.06508801456242863,0.008146607654120976,42,0.542236328125,,0.01990630596533227,-0.03125,4.236449639678922,1.0,1.0
3,1000,50,21,510,490,0.37796080233885754,0.573486328125,0.4041991751253412,0.0446814601722717,0.552978515625,0.04923459986742024,0.008022231805759474,26,0.552978515625,,0.026238372786483666,-0.0205078125,2.4240458241049767,1.0,1.0
3,1000,50,22,539,461,0.37796080233885754,0.573486328125,0.5147870490953339,0.049148041866684464,0.599853515625,0.03939264668625722,0.00981853915196944,25,0.599853515625,,0.13682624675647637,0.0263671875,1.551780612948292,0.0,1.0
3,1000,50,23,501,499,0.37796080233885754,0.573486328125,0.4947716984886358,0.046220212455660596,0.621337890625,0.05454801957623616,0.00931585268033917,30,0.621337890625,,0.11681089614977824,0.0478515625,2.975486439689443,0.0,1.0
3,1000,50,24,527,473,0.37796080233885754,0.573486328125,0.4199154888877393,0.04520209469890766,0.5634765625,0.06849228882230209,0.008571179449169483,36,0.5634765625,,0.04195468654888174,-0.010009765625,4.691193628117647,1.0,1.0
3,1000,50,25,507,493,0.37796080233885754,0.573486328125,0.431075489164637,0.04324121155033799,0.570556640625,0.05016190479017451,0.009929648482442191,31,0.570556640625,,0.05311468682577947,-0.0029296875,2.5162166921785323,1.0,1.0
3,1000,50,26,490,510,0.37796080233885754,0.573486328125,0.44059833848820035,0.050243992994257115,0.602783203125,0.045706678408079474,0.008681980103432237,23,0.602783203125,,0.06263753614934281,0.029296875,2.0891004510995983,1.0,1.0
3,1000,50,27,503,497,0.37796080233885754,0.573486328125,0.5140708053583158,0.04900334105557161,0.586181640625,0.04341352613969938,0.009301185457631927,27,0.586181640625,,0.1361100030194583,0.0126953125,1.884734251882361,0.0,1.0
3,1000,50,28,482,518,0.37796080233885754,0.573486328125,0.46672224047983263,0.04848371646885403,0.5556640625,0.03203182720583366,0.009543045757855258,21,0.5556640625,,0.08876143814097509,-0.017822265625,1.0260379541443856,1.0,1.0
3,1000,50,29,487,513,0.37796080233885754,0.573486328125,0.45781630318580246,0.04684875808300561,0.5830078125,0.048670875150371995,0.009025918953325343,29,0.5830078125,,0.07985550084694493,0.009521484375,2.368854087903098,1.0,1.0
3,1000,50,30,490,510,0.37796080233885754,0.573486328125,0.43123157264636913,0.0437952345167443,0.5849609375,0.045478305254512005,0.008119685649802214,27,0.5849609375,,0.053270770307511595,0.011474609375,2.068276248822574,1.0,1.0
3,1000,50,31,499,501,0.37796080233885754,0.573486328125,0.4820099840480694,0.04576114750150728,0.5869140625,0.04555815089453547,0.008718868571364072,23,0.5869140625,,0.10404918170921185,0.013427734375,2.0755451129292632,0.0,1.0
3,1000,50,32,502,498,0.37796080233885754,0.573486328125,0.43190351703427443,0.04605360906763031,0.58837890625,0.05501331259211933,0.008418079512142889,32,0.58837890625,,0.05394271469541689,0.014892578125,3.026464562358235,1.0,1.0
3,1000,50,33,482,518,0.37796080233885754,0.573486328125,0.43170921678893037,0.04595087464382398,0.603515625,0.0379836006037484,0.009017664467886762,26,0.603515625,,0.053748414450072834,0.030029296875,1.4427539148250756,1.0,1.0
3,1000,50,34,508,492,0.37796080233885754,0.573486328125,0.4401175142879438,0.046806726656047494,0.560302734375,0.04980178713917743,0.0094032961981681,30,0.560302734375,,0.062156711949086285,-0.01318359375,2.4802180022559384,1.0,1.0
3,1000,50,35,484,516,0.37796080233885754,0.573486328125,0.45356961282840735,0.04796231830308539,0.5595703125,0.06774471979549654,0.009638102193526243,51,0.5595703125,,0.07560881048954982,-0.013916015625,4.589347060170341,1.0,1.0
3,1000,50,36,492,508,0.37796080233885754,0.573486328125,0.5176283226101325,0.05178220192842501,0.6669921875,0.04490525030696083,0.009425192018444079,29,0.6669921875,,0.13966752027127494,0.093505859375,2.016481505130806,0.0,0.0
3,1000,50,37,507,493,0.37796080233885754,0.573486328125,0.37768113440867346,0.04414576501588981,0.559814453125,0.054787033154606736,0.008112860758776588,33,0.559814453125,,-0.00027966793018407987,-0.013671875,3.0016190018839777,1.0,1.0
3,1000,50,38,505,495,0.37796080233885754,0.573486328125,0.44724961565069654,0.048987775335320026,0.57763671875,0.063723884626,0.009375989318882205,29,0.57763671875,,0.069288813311839,0.004150390625,4.060733471827759,1.0,1.0
3,1000,50,39,494,506,0.37796080233885754,0.573486328125,0.3335701431284922,0.047998650631296026,0.5126953125,0.059173067886320256,0.007793636241496847,30,0.5126953125,,-0.044390659210365335,-0.060791015625,3.5014519630790657,1.0,1.0
3,1000,50,40,524,476,0.37796080233885754,0.573486328125,0.5400563046396278,0.05254471645711443,0.61865234375,0.048180395435195526,0.009319826652578675,18,0.61865234375,,0.1620955023007703,0.045166015625,2.32135050429181,0.0,1.0
3,1000,50,41,489,511,0.37796080233885754,0.573486328125,0.39394868380321596,0.045642217282213085,0.513671875,0.04924704440954133,0.008847915848075568,34,0.513671875,,0.015987881464358422,-0.059814453125,2.425271383075336,1.0,1.0
3,1000,50,42,483,517,0.37796080233885754,0.573486328125,0.41318926251711396,0.048067095080316466,0.58837890625,0.06349642490329119,0.007999369609125626,38,0.58837890625,,0.03522846017825643,0.014892578125,4.031795975499297,1.0,1.0
3,1000,50,43,493,507,0.37796080233885754,0.573486328125,0.43634553044502483,0.04575143534867131,0.5166015625,0.037865842149593355,0.009486535785449982,28,0.5166015625,,0.058384728106167294,-0.056884765625,1.4338220016979206,1.0,1.0
3,1000,50,44,506,494,0.37796080233885754,0.573486328125,0.46722173306012627,0.04689371773144233,0.59228515625,0.06937141832247985,0.008408074900317362,38,0.59228515625,,0.08926093072126873,0.018798828125,4.812393680072493,1.0,1.0
3,1000,50,45,495,505,0.37796080233885754,0.573486328125,0.5666432211168242,0.05742692208823812,0.645263671875,0.038611373737166145,0.01134401972328925,32,0.645263671875,,0.18868241877796665,0.07177734375,1.4908381818711236,0.0,1.0
3,1000,50,46,474,526,0.37796080233885754,0.573486328125,0.380202965470924,0.0420840925166931,0.472412109375,0.0623366293490486,0.008556014143053951,41,0.472412109375,,0.002242163132066488,-0.10107421875,3.885855358600667,1.0,1.0
3,1000,50,47,489,511,0.37796080233885754,0.573486328125,0.4745603295137648,0.05172565843945186,0.611328125,0.049103420760239304,0.009397446461468971,30,0.611328125,,0.09659952717490727,0.037841796875,2.4111459303571,1.0,1.0
3,1000,50,48,497,503,0.37796080233885754,0.573486328125,0.5476482591186891,0.05491519643854213,0.6494140625,0.036155894585109545,0.009628274621900926,26,0.6494140625,,0.16968745677983155,0.075927734375,1.3072487132495538,0.0,0.0
3,1000,50,49,515,485,0.37796080233885754,0.573486328125,0.48090632676074413,0.04695828847484911,0.54931640625,0.07314553854571564,0.009880274154833784,44,0.54931640625,,0.10294552442188659,-0.024169921875,5.350269809142771,0.0,1.0
5,500,25,0,255,245,0.3628114154831657,0.5751953125,0.3020131380429594,0.07362926677782117,0.520263671875,0.08071414574057419,0.007629841607782876,36,0.520263671875,,-0.06079827744020633,-0.054931640625,3.257386661315325,1.0,1.0
5,500,25,1,258,242,0.3628114154831657,0.5751953125,0.42521766094497565,0.07164530124018673,0.580078125,0.0348725235492128,0.009750475974863018,19,0.580078125,,0.06240624546180995,0.0048828125,0.6080464493452007,1.0,1.0
5,500,25,2,241,259,0.3628114154831657,0.5751953125,0.48034352245827794,0.07629651784370547,0.58056640625,0.055026551674297576,0.010877632059501404,30,0.58056640625,,0.11753210697511224,0.00537109375,1.5139606945820707,1.0,1.0
5,500,25,3,269,231,0.3628114154831657,0.5751953125,0.48821334693262197,0.08232768188586383,0.643798828125,0.04808185090816604,0.008710894789868674,23,0.643798828125,,0.12540193144945627,0.068603515625,1.1559321933775537,1.0,1.0
5,500,25,4,255,245,0.3628114154831657,0.5751953125,0.2762780194417238,0.0705210379394247,0.52392578125,0.04943670750851888,0.007550240719753535,24,0.52392578125,,-0.08653339604144189,-0.05126953125,1.2219940246414236,1.0,1.0
5,500,25,5,244,256,0.3628114154831657,0.5751953125,0.28628327662430303,0.06338374855445049,0.479736328125,0.0739738890263307,0.007413514815916148,30,0.479736328125,,-0.07652813885886267,-0.095458984375,2.7360681288399453,1.0,1.0
5,500,25,6,251,249,0.3628114154831657,0.5751953125,0.4673062056804439,0.07855744508442976,0.582275390625,0.05722733287459319,0.009954397269727395,28,0.582275390625,,0.1044947901972782,0.007080078125,1.6374838139697472,1.0,1.0
5,500,25,7,262,238,0.3628114154831657,0.5751953125,0.36467700847120876,0.07033077450155666,0.534423828125,0.044400628607196166,0.01089588864744908,32,0.534423828125,,0.0018655929880430633,-0.040771484375,0.9857079103570833,1.0,1.0
5,500,25,8,244,256,0.3628114154831657,0.5751953125,0.474669967074841,0.07961546033149246,0.62646484375,0.0714769244046431,0.009232114165728689,27,0.62646484375,,0.11185855159167529,0.05126953125,2.5544753611735316,1.0,1.0
5,500,25,9,254,246,0.3628114154831657,0.5751953125,0.5458503355562561,0.07247692343662254,0.60205078125,0.05187512290972686,0.010717690906988129,29,0.60205078125,,0.18303892007309036,0.02685546875,1.3455141884496342,0.0,1.0
5,500,25,10,228,272,0.3628114154831657,0.5751953125,0.46658855455322923,0.0891425094983718,0.63720703125,0.06223050728709351,0.00833371975364847,24,0.63720703125,,0.10377713907006353,0.06201171875,1.9363180186044995,1.0,1.0
5,500,25,11,251,249,0.3628114154831657,0.5751953125,0.5246622611016887,0.0737835976644691,0.60400390625,0.07106293641588662,0.009307844355469433,35,0.60400390625,,0.16185084561852298,0.02880859375,2.5249704660241723,0.0,1.0
5,500,25,12,241,259,0.3628114154831657,0.5751953125,0.4616176050610012,0.06473014965074558,0.554443359375,0.0556619590901389,0.009408443741464318,26,0.554443359375,,0.09880618957783549,-0.020751953125,1.5491268448761484,1.0,1.0
5,500,25,13,233,267,0.3628114154831657,0.5751953125,0.39738978946519044,0.06888374193046498,0.599609375,0.08464768873753949,0.008460076147439155,36,0.599609375,,0.034578373982024735,0.0244140625,3.5826156043036845,1.0,1.0
5,500,25,14,252,248,0.3628114154831657,0.5751953125,0.3620042858578696,0.0645260738400194,0.504638671875,0.06720431462939132,0.008040535118928372,31,0.504638671875,,-0.0008071296252961102,-0.070556640625,2.25820995240311,1.0,1.0
5,500,25,15,242,258,0.3628114154831657,0.5751953125,0.5185709687882736,0.07536604369920605,0.617919921875,0.059449602203959756,0.00907722757151386,26,0.617919921875,,0.15575955330510788,0.042724609375,1.7671276011045285,0.0,1.0
5,500,25,16,264,236,0.3628114154831657,0.5751953125,0.42043076871930657,0.0842782252967855,0.567626953125,0.07635474957483729,0.010114944667090637,42,0.567626953125,,0.05761935323614087,-0.007568359375,2.9150238913180577,1.0,1.0
5,500,25,17,245,255,0.3628114154831657,0.5751953125,0.3639142582584042,0.06903576180184258,0.599609375,0.0841536353477525,0.007212897041078468,41,0.599609375,,0.0011028427752384773,0.0244140625,3.5409171711212495,1.0,1.0
5,500,25,18,245,255,0.3628114154831657,0.5751953125,0.5498582220003037,0.07168636280231443,0.6005859375,0.08873548540586075,0.01013985867261022,44,0.6005859375,,0.18704680651713795,0.025390625,3.936993185106863,0.0,1.0
5,500,25,19,252,248,0.3628114154831657,0.5751953125,0.5912818727968179,0.07764119850577024,0.66064453125,0.0441952685097126,0.010051904006963772,22,0.66064453125,,0.22847045731365218,0.08544921875,0.9766108793227972,0.0,1.0
5,500,25,20,255,245,0.3628114154831657,0.5751953125,0.47343236894444635,0.07763665109700583,0.601318359375,0.0677471553341719,0.010392424730034187,47,0.601318359375,,0.11062095346128065,0.026123046875,2.294838527936208,1.0,1.0
5,500,25,21,243,257,0.3628114154831657,0.5751953125,0.4201237478674583,0.06665543487519997,0.5810546875,0.07834053520101936,0.00866368279254941,42,0.5810546875,,0.05731233238429262,0.005859375,3.0686197277910763,1.0,1.0
5,500,25,22,244,256,0.3628114154831657,0.5751953125,0.3650320699046234,0.06707167500756481,0.5927734375,0.05229993596602138,0.0077991076715367745,23,0.5927734375,,0.0022206544214576907,0.017578125,1.3676416510249683,1.0,1.0
5,500,25,23,250,250,0.3628114154831657,0.5751953125,0.48597536090000704,0.08567925208841834,0.607177734375,0.045869484935824364,0.00982215934742166,25,0.607177734375,,0.12316394541684134,0.031982421875,1.052004824138909,1.0,1.0
5,500,25,24,250,250,0.3628114154831657,0.5751953125,0.36268149036020714,0.06183832778712967,0.468505859375,0.05570525866583235,0.009238982537206585,29,0.468505859375,,-0.00012992512295856296,-0.106689453125,1.551537921513645,1.0,1.0
5,500,25,25,256,244,0.3628114154831657,0.5751953125,0.3927197638319436,0.07321978335719735,0.52880859375,0.05787982867065291,0.008563660900811561,27,0.52880859375,,0.029908348348777924,-0.04638671875,1.6750372834720673,1.0,1.0
5,500,25,26,267,233,0.3628114154831657,0.5751953125,0.5322722631402954,0.08692672613924479,0.64453125,0.050447902611464236,0.009266376568986016,26,0.64453125,,0.1694608476571297,0.0693359375,1.27249543894789,1.0,1.0
5,500,25,27,249,251,0.3628114154831657,0.5751953125,0.6309467030504272,0.08141506353428865,0.659423828125,0.05719259526577447,0.009404493222855932,28,0.659423828125,,0.2681352875672615,0.084228515625,1.6354964766173443,0.0,1.0
5,500,25,28,229,271,0.3628114154831657,0.5751953125,0.4179385817587861,0.06661093323364393,0.5908203125,0.07111739088749217,0.008749938353144202,38,0.5908203125,,0.05512716627562042,0.015625,2.5288416433221768,1.0,1.0
5,500,25,29,235,265,0.3628114154831657,0.5751953125,0.46807071978029996,0.07186900052736402,0.56982421875,0.0549343449108566,0.009980321038946294,31,0.56982421875,,0.10525930429713426,-0.00537109375,1.5088911253924784,1.0,1.0
5,500,25,30,249,251,0.3628114154831657,0.5751953125,0.41341747891011144,0.07298599451661167,0.556640625,0.050574387404057966,0.009405490046451373,25,0.556640625,,0.050606063426945735,-0.0185546875,1.2788843306478686,1.0,1.0
5,500,25,31,254,246,0.3628114154831657,0.5751953125,0.469529105640183,0.08107936922613905,0.674560546875,0.090945426986728,0.007313300418477667,38,0.674560546875,,0.10671769015701732,0.099365234375,4.135535344899137,1.0,1.0
5,500,25,32,249,251,0.3628114154831657,0.5751953125,0.3379916327130855,0.0745733104451395,0.510009765625,0.07722748191570415,0.008732822190291869,36,0.510009765625,,-0.02481978277008018,-0.065185546875,2.9820419815202057,1.0,1.0
5,500,25,33,246,254,0.3628114154831657,0.5751953125,0.5043500977145092,0.09243132596909616,0.666015625,0.07459223785556894,0.009113898504682414,37,0.666015625,,0.14153868223134353,0.0908203125,2.782000974150886,1.0,1.0
5,500,25,34,251,249,0.3628114154831657,0.5751953125,0.5533901408370087,0.07490187356387273,0.57080078125,0.05867456789966172,0.011627177115407535,42,0.57080078125,,0.19057872535384296,-0.00439453125,1.7213524591060068,0.0,1.0
5,500,25,35,235,265,0.3628114154831657,0.5751953125,0.6393936738371708,0.06859802201296758,0.61083984375,0.037140623021664945,0.012425219215443073,26,0.61083984375,,0.27658225835400513,0.03564453125,0.6897129392187141,0.0,1.0
5,500,25,36,272,228,0.3628114154831657,0.5751953125,0.4112487510325544,0.07490286019059109,0.5771484375,0.05872708218663009,0.009823652185891232,27,0.5771484375,,0.04843733554938873,0.001953125,1.7244350910776027,1.0,1.0
5,500,25,37,258,242,0.3628114154831657,0.5751953125,0.3036709098576534,0.07574998345990044,0.525390625,0.09916953207945592,0.008543020844268799,45,0.525390625,,-0.05914050562551232,-0.0498046875,4.917298046429118,1.0,1.0
5,500,25,38,234,266,0.3628114154831657,0.5751953125,0.43575149985136047,0.07095314346346793,0.600341796875,0.07129274575962465,0.009114545343044705,34,0.600341796875,,0.07294008436819477,0.025146484375,2.541327798973239,1.0,1.0
5,500,25,39,221,279,0.3628114154831657,0.5751953125,0.5268988714191347,0.07448163963146436,0.599365234375,0.06407939870018053,0.009394963770924178,33,0.599365234375,,0.16408745593596902,0.024169921875,2.0530846688883493,0.0,1.0
