cell,rep,W_true,V_true,h_rmse,W_hat,V_hat,W_se,eps_band,n_band,V_se,V_hat_dev,V_hat_cover,W_hat_dev,W_hat_cover
F1_cubic,99,0.04687213902070653,0.5,0.4021625953038028,0.15239755069528432,0.5091552734375,0.02329739392161613,0.003954630719058451,81,0.06881690453099307,0.0091552734375,1.0,0.1055254116745778,0.0
F1_cubic,100,0.04687213902070653,0.5,0.3930216182158081,0.17103765222334652,0.5107421875,0.022828222348627858,0.004197541906860004,77,0.06022989021655383,0.0107421875,1.0,0.12416551320264,0.0
F1_cubic,101,0.04687213902070653,0.5,0.37550570998445587,0.17687364480515258,0.5723876953125,0.024583787864723282,0.003875384411149529,69,0.055950336034190765,0.0723876953125,1.0,0.13000150578444605,0.0
F1_cubic,102,0.04687213902070653,0.5,0.3689413405544038,0.14247321119097414,0.505615234375,0.022843856935463345,0.003757200469487144,79,0.06996528554863744,0.005615234375,1.0,0.09560107217026761,0.0
F1_cubic,103,0.04687213902070653,0.5,0.32974277518993345,0.12957262954421184,0.4921875,0.021889357625019996,0.0033396801781332137,65,0.06556695303911403,-0.0078125,1.0,0.08270049052350531,0.0
F1_cubic,104,0.04687213902070653,0.5,0.3795566609257692,0.16897274679727298,0.537109375,0.023518215671963535,0.004063503556098061,66,0.05545026259248273,0.037109375,1.0,0.12210060777656645,0.0
F1_cubic,105,0.04687213902070653,0.5,0.3723333044456182,0.17433764701901724,0.5435791015625,0.02372143535745295,0.003737420528725208,77,0.0681174573590014,0.0435791015625,1.0,0.12746550799831072,0.0
F1_cubic,106,0.04687213902070653,0.5,0.41058161341881233,0.14663819599402222,0.4725341796875,0.02226614237455813,0.0041808912426011145,68,0.056473358790625906,-0.0274658203125,1.0,0.0997660569733157,0.0
F1_cubic,107,0.04687213902070653,0.5,0.39552844934094916,0.15142068804509962,0.5028076171875,0.02173909910057403,0.0038970925993540464,68,0.05910932568604131,0.0028076171875,1.0,0.10454854902439309,0.0
F1_cubic,108,0.04687213902070653,0.5,0.38351937291733934,0.15010457664116977,0.505615234375,0.022232646900917283,0.0039412136080521675,87,0.06777494249783951,0.005615234375,1.0,0.10323243762046325,0.0
F1_cubic,109,0.04687213902070653,0.5,0.34637639423484795,0.14781302801478163,0.5052490234375,0.023012942166954965,0.003700396762639708,76,0.06964980157867458,0.0052490234375,1.0,0.1009408889940751,0.0
F1_cubic,110,0.04687213902070653,0.5,0.3548387389219948,0.1686654943317862,0.491455078125,0.02233060812194584,0.004080978386827481,54,0.048624542100718704,-0.008544921875,1.0,0.12179335531107968,0.0
F1_cubic,111,0.04687213902070653,0.5,0.4221335167282939,0.16374611359028227,0.4678955078125,0.022062747540386327,0.0043526007503672986,67,0.050480440072566315,-0.0321044921875,1.0,0.11687397456957574,0.0
F1_cubic,112,0.04687213902070653,0.5,0.3838236672180659,0.14887216632563555,0.4732666015625,0.022059026433687408,0.004003871646845219,83,0.07065410215734132,-0.0267333984375,1.0,0.10200002730492902,0.0
F1_cubic,113,0.04687213902070653,0.5,0.36514849427169177,0.17726147020031194,0.552001953125,0.023439568886544353,0.0038244403423094426,70,0.059978224513428116,0.052001953125,1.0,0.1303893311796054,0.0
F1_cubic,114,0.04687213902070653,0.5,0.3923209454910002,0.13155345746449426,0.4791259765625,0.02132586122484431,0.004013313100311201,71,0.05627729008173395,-0.0208740234375,1.0,0.08468131844378773,0.0
F1_cubic,115,0.04687213902070653,0.5,0.3814184265014447,0.12388359088521422,0.4212646484375,0.01974798232860491,0.003738478774472322,68,0.0597704464144678,-0.0787353515625,1.0,0.0770114518645077,0.0
F1_cubic,116,0.04687213902070653,0.5,0.35312216285329656,0.10899822309657302,0.4266357421875,0.019734122868929498,0.003493410850811286,71,0.06507735294529973,-0.0733642578125,1.0,0.06212608407586649,0.0
F1_cubic,117,0.04687213902070653,0.5,0.3824866574361479,0.14804937539907786,0.458740234375,0.020941339797576303,0.0041818897480043835,76,0.05863751464865533,-0.041259765625,1.0,0.10117723637837134,0.0
F1_cubic,118,0.04687213902070653,0.5,0.4053502412979896,0.1848501122768416,0.542236328125,0.023546300503398187,0.0041157899209677655,83,0.0578723941884348,0.042236328125,1.0,0.13797797325613506,0.0
F1_cubic,119,0.04687213902070653,0.5,0.38928336320348483,0.17161388696750293,0.520263671875,0.02343262128028549,0.004135912580444615,84,0.06256041870000059,0.020263671875,1.0,0.1247417479467964,0.0
F1_cubic,120,0.04687213902070653,0.5,0.4028469679949237,0.14681567251933197,0.466552734375,0.022372581826218013,0.0040815510786874586,63,0.05304052203843652,-0.033447265625,1.0,0.09994353349862545,0.0
F1_cubic,121,0.04687213902070653,0.5,0.369265876787591,0.1452230564531907,0.5433349609375,0.023195533937193577,0.0036386092454910542,64,0.05603313925153311,0.0433349609375,1.0,0.09835091743248417,0.0
F1_cubic,122,0.04687213902070653,0.5,0.36066616803319695,0.12090450702321291,0.4302978515625,0.02047222620755658,0.003765033743163504,63,0.058557494585471465,-0.0697021484375,1.0,0.07403236800250639,0.0
F1_cubic,123,0.04687213902070653,0.5,0.3570877130269887,0.147911588178748,0.465576171875,0.02158003559781102,0.003817278555249692,52,0.049407693852860646,-0.034423828125,1.0,0.10103944915804147,0.0
F1_cubic,124,0.04687213902070653,0.5,0.3818998230149924,0.1402828917981283,0.4716796875,0.022324441241881383,0.003963907454596588,62,0.05547676820537225,-0.0283203125,1.0,0.09341075277742178,0.0
