variant,n,rep,S_size,S_hit,h_rmse,W_hat,V_hat,W_se,eps_band,n_band,V_se,W_dev,W_cover,V_dev,V_cover
dense_K200,1000,67,50,1.0,1.3343462406646758,0.6643278082523819,0.53515625,0.055056091792014386,0.014744123400340155,61,0.039141365567318856,0.30650644774203306,0.0,-0.0345916748046875,1.0
screen_full,1000,67,10,1.0,0.5396714614174384,0.3917319490245609,0.5340576171875,0.04812420951410496,0.008548931047238513,56,0.039544144964555834,0.033910588514212026,1.0,-0.0356903076171875,1.0
screen_split,1000,67,10,1.0,0.9546545137425502,0.5031358033342376,0.514892578125,0.0679186040353893,0.011794016112322015,64,0.050809726507134355,0.14531444282388872,0.0,-0.0548553466796875,1.0
oracle,1000,67,2,1.0,0.37673674947538405,0.3329702593959,0.5382080078125,0.04293538498333496,0.008102272041934724,50,0.04413549515241549,-0.024851101114448826,1.0,-0.0315399169921875,1.0
dense_K200,1000,68,50,1.0,1.4129642562340887,0.7160630558153461,0.551513671875,0.053297989320180414,0.015285110050664377,82,0.04741894510637416,0.3582416953049973,0.0,-0.0182342529296875,1.0
screen_full,1000,68,7,1.0,0.5268113024111352,0.39161022344388324,0.5841064453125,0.05307536152579042,0.007650534722335256,66,0.05207457555306048,0.03378886293353439,1.0,0.0143585205078125,1.0
screen_split,1000,68,4,1.0,0.714496944237698,0.46884064283099736,0.687255859375,0.07505352806467419,0.009255636813626808,52,0.049211769329962574,0.1110192823206485,1.0,0.1175079345703125,0.0
oracle,1000,68,2,1.0,0.3000472068494797,0.3415734275570583,0.6533203125,0.05184578560920204,0.006332081852477855,64,0.07216979731898465,-0.016247932953290578,1.0,0.0835723876953125,1.0
dense_K200,1000,69,50,1.0,1.6122878044205247,0.775818318495788,0.5302734375,0.056273861018261456,0.017638056300798063,65,0.03463341749378091,0.4179969579854391,0.0,-0.0394744873046875,1.0
screen_full,1000,69,4,1.0,0.5689370678152326,0.3601041605763853,0.520751953125,0.04595710304543696,0.008408051264263328,70,0.05533163676001401,0.002282800066036428,1.0,-0.0489959716796875,1.0
screen_split,1000,69,8,1.0,0.896468596406464,0.40955725494059203,0.4696044921875,0.06643856195618558,0.011033436142455768,55,0.04260309904100235,0.05173589443024318,1.0,-0.1001434326171875,0.0
oracle,1000,69,2,1.0,0.38177237371601414,0.3547265462525817,0.4765625,0.04385320829123315,0.007868689521834466,65,0.0508056893084215,-0.0030948142577671423,1.0,-0.0931854248046875,1.0
dense_K200,1000,70,50,1.0,1.498833107499275,0.8289044093810446,0.574951171875,0.06251895652604839,0.01662197947956217,65,0.03981373108914327,0.47108304887069574,0.0,0.0052032470703125,1.0
screen_full,1000,70,10,1.0,0.7037151765907109,0.526816688669524,0.576171875,0.05028317846672717,0.010032358766207982,67,0.040428075252128964,0.16899532815917517,0.0,0.0064239501953125,1.0
screen_split,1000,70,10,1.0,0.9407857140349082,0.5543598075652172,0.548583984375,0.08046960607969443,0.012173318327009111,66,0.04777994314891258,0.19653844705486834,0.0,-0.0211639404296875,1.0
oracle,1000,70,2,1.0,0.43408924073456656,0.3795554622108671,0.5970458984375,0.04675350244085892,0.008309574524834416,92,0.06214389814964442,0.02173410170051826,1.0,0.0272979736328125,1.0
dense_K200,1000,71,50,1.0,1.4031722605002501,0.770281786398048,0.5682373046875,0.052917189450396244,0.015516188339708237,60,0.03812381309812899,0.41246042588769916,0.0,-0.0015106201171875,1.0
screen_full,1000,71,10,1.0,0.5617192322249507,0.48469718385999716,0.5697021484375,0.04840848643189426,0.009247608950972961,54,0.035427114961729865,0.1268758233496483,0.0,-4.57763671875e-05,1.0
screen_split,1000,71,9,1.0,0.8017289575391174,0.6132314792557056,0.5899658203125,0.07300705960683222,0.011148907814580913,51,0.0463635178636991,0.2554101187453568,0.0,0.0202178955078125,1.0
oracle,1000,71,2,1.0,0.31951704678432336,0.4632616264095895,0.5885009765625,0.04697758963882599,0.00840987302630189,38,0.03610497092250628,0.10544026589924066,0.0,0.0187530517578125,1.0
dense_K200,1000,72,50,1.0,1.4977983437482578,0.8322757454334347,0.5870361328125,0.05575253419013157,0.016377492979046115,82,0.04202817935371294,0.4744543849230859,0.0,0.0172882080078125,1.0
screen_full,1000,72,10,1.0,0.5955984304001932,0.4909896928383171,0.6021728515625,0.05186640771773995,0.009154581549993594,79,0.05287361218651172,0.13316833232796826,0.0,0.0324249267578125,1.0
screen_split,1000,72,9,1.0,0.7459644530222873,0.5491969255382876,0.599853515625,0.08191846878393938,0.010625102636646426,73,0.06535185679487043,0.19137556502793873,0.0,0.0301055908203125,1.0
oracle,1000,72,2,1.0,0.3835549171671974,0.47292725419649667,0.5604248046875,0.04681297526331428,0.008346041977342785,65,0.06573429255210061,0.11510589368614782,0.0,-0.0093231201171875,1.0
dense_K200,1000,73,50,1.0,1.4201835133392007,0.6350334136597706,0.5107421875,0.04991535528072498,0.01520971772584089,67,0.03641596597871916,0.27721205314942177,0.0,-0.0590057373046875,1.0
screen_full,1000,73,10,1.0,0.565279025830293,0.3370816624201659,0.5386962890625,0.04875243573096806,0.007699750304912892,57,0.042491376144896766,-0.020739698090182945,1.0,-0.0310516357421875,1.0
screen_split,1000,73,9,1.0,0.7812722900839899,0.3873994095556698,0.5118408203125,0.0702382760349071,0.009165922030142656,62,0.05179107330225899,0.029578049045320964,1.0,-0.0579071044921875,1.0
oracle,1000,73,2,1.0,0.2854209682976658,0.277275522340132,0.5086669921875,0.04490446704642395,0.006067284484101641,71,0.08394498236841041,-0.08054583817021688,1.0,-0.0610809326171875,1.0
dense_K200,1000,74,50,1.0,1.3343756167937242,0.7070365122990114,0.574951171875,0.05258186470375719,0.014139245130661187,63,0.041289193674009406,0.3492151517886626,0.0,0.0052032470703125,1.0
screen_full,1000,74,9,1.0,0.5413662541681019,0.4555029576371104,0.5941162109375,0.049133717266114985,0.00831849870354368,63,0.04480749440832861,0.09768159712676155,0.0,0.0243682861328125,1.0
screen_split,1000,74,7,1.0,0.6842502821928489,0.4686454957581835,0.5780029296875,0.06255463583335123,0.009211498994875974,70,0.05826155636021244,0.11082413524783463,1.0,0.0082550048828125,1.0
oracle,1000,74,2,1.0,0.3167190026273146,0.4079138154532793,0.6600341796875,0.05149602265262686,0.0069927321342115436,46,0.04472097387052228,0.050092454942930464,1.0,0.0902862548828125,0.0
dense_K200,1000,75,50,1.0,1.3739129983108518,0.6536131325343817,0.5286865234375,0.049458856083014084,0.014825468261752643,60,0.03804518730569411,0.29579177202403284,0.0,-0.0410614013671875,1.0
screen_full,1000,75,9,1.0,0.55197665239223,0.42808299917298354,0.5577392578125,0.05037246674429491,0.00870196166695497,62,0.046714800487201724,0.07026163866263468,1.0,-0.0120086669921875,1.0
screen_split,1000,75,10,1.0,0.9420111589035022,0.5178045810724893,0.547607421875,0.07347286007775719,0.010978493897757938,64,0.0425624184568675,0.15998322056214043,0.0,-0.0221405029296875,1.0
oracle,1000,75,2,1.0,0.3361609997619503,0.44027655050817127,0.60400390625,0.04784610857377387,0.007923068248650666,78,0.06353364015804058,0.08245518999782242,1.0,0.0342559814453125,1.0
dense_K200,1000,76,50,1.0,1.5598849248362139,0.8081332589040966,0.54248046875,0.05656038859121881,0.017581871696892577,47,0.03240900752183771,0.45031189839374774,0.0,-0.0272674560546875,1.0
screen_full,1000,76,10,1.0,0.5710957482536919,0.4942821383060799,0.607421875,0.05311515112077041,0.009012951550774759,61,0.043356882901596706,0.13646077779573107,0.0,0.0376739501953125,1.0
screen_split,1000,76,10,1.0,0.84823695094659,0.6431130153416701,0.6162109375,0.07563548443784025,0.011198751012544052,62,0.05859870845059516,0.28529165483132124,0.0,0.0464630126953125,1.0
oracle,1000,76,2,1.0,0.3267864876535243,0.4560007062385697,0.6519775390625,0.05189047139828968,0.008049309473667462,42,0.03957443552096892,0.09817934572822085,1.0,0.0822296142578125,0.0
dense_K200,1000,77,50,1.0,1.29705293885536,0.7663224947534631,0.59521484375,0.052495250366729924,0.014501205436797551,55,0.03951186985589876,0.4085011342431143,0.0,0.0254669189453125,1.0
screen_full,1000,77,10,1.0,0.552140336090511,0.5025532014176041,0.6026611328125,0.05016860341506924,0.008922240187390662,45,0.03765412570319863,0.14473184090725522,0.0,0.0329132080078125,1.0
screen_split,1000,77,10,1.0,0.8611947316611058,0.663832157616459,0.651611328125,0.07050679826430466,0.01101941491436155,75,0.056748825319864034,0.3060107971061101,0.0,0.0818634033203125,1.0
oracle,1000,77,2,1.0,0.2771665921031609,0.4639001518812573,0.592529296875,0.04481906886403449,0.007926637399422202,33,0.029658461943107863,0.10607879137090848,0.0,0.0227813720703125,1.0
dense_K200,1000,78,50,1.0,1.377235678882125,0.6657121886040003,0.5362548828125,0.05520468520271164,0.015005999271010283,62,0.043590475867582086,0.3078908280936514,0.0,-0.0334930419921875,1.0
screen_full,1000,78,10,1.0,0.6739277671742321,0.5121216977465184,0.6390380859375,0.054800987377737816,0.008964712166972916,68,0.045179397869610935,0.15430033723616954,0.0,0.0692901611328125,1.0
screen_split,1000,78,10,1.0,0.8387580875394385,0.551530949833209,0.605224609375,0.07064770424534107,0.010641916568699337,55,0.04422902598502997,0.1937095893228602,0.0,0.0354766845703125,1.0
oracle,1000,78,2,1.0,0.3859194656142201,0.434313352914773,0.6771240234375,0.05339456018907197,0.007591380290775629,50,0.04298318345704932,0.07649199240442417,1.0,0.1073760986328125,0.0
dense_K200,1000,79,50,1.0,1.3162573622042497,0.5721214358011912,0.4986572265625,0.05358903580199409,0.014334571130387153,63,0.04321148566905412,0.21430007529084238,0.0,-0.0710906982421875,1.0
screen_full,1000,79,10,1.0,0.588477207745449,0.43130908108751786,0.54833984375,0.049639808450480535,0.00921628390759708,74,0.043319467335237116,0.07348772057716901,1.0,-0.0214080810546875,1.0
screen_split,1000,79,5,1.0,0.8143185074514233,0.4768529056175079,0.530029296875,0.07054716136814075,0.011801898670591263,67,0.05787235512736785,0.11903154510715908,1.0,-0.0397186279296875,1.0
oracle,1000,79,2,1.0,0.3577396977537442,0.40252516675262184,0.5755615234375,0.05189408682550817,0.008424990002024712,46,0.03912664905208221,0.04470380624227299,1.0,0.0058135986328125,1.0
dense_K200,1000,80,50,1.0,1.3775589454271207,0.692920581099195,0.5352783203125,0.053182965879306654,0.015465524924212711,54,0.03363085172484443,0.3350992205888461,0.0,-0.0344696044921875,1.0
screen_full,1000,80,3,1.0,0.5936181913019473,0.4306075979347259,0.54296875,0.04484613512319667,0.00980573377734041,79,0.05318451695109727,0.07278623742437706,1.0,-0.0267791748046875,1.0
screen_split,1000,80,7,1.0,0.7974156162533353,0.437723307476843,0.5419921875,0.06866302536132234,0.010411387771022603,73,0.062122100449289924,0.07990194696649416,1.0,-0.0277557373046875,1.0
oracle,1000,80,2,1.0,0.33853482407772634,0.3729139982967757,0.5345458984375,0.044688680231835955,0.008150779877071346,123,0.1522945998267737,0.015092637786426832,1.0,-0.0352020263671875,1.0
dense_K200,1000,81,50,1.0,1.4644419000650093,0.8123774929507686,0.579833984375,0.06258746413437868,0.01619820438078839,69,0.03803139025362666,0.4545561324404197,0.0,0.0100860595703125,1.0
screen_full,1000,81,9,1.0,0.5017931134722751,0.3964727245446048,0.54541015625,0.048087491644294725,0.008144212000586053,59,0.048013369055043484,0.03865136403425595,1.0,-0.0243377685546875,1.0
screen_split,1000,81,10,1.0,0.8849208689388419,0.5767393489676201,0.593505859375,0.07676908323876366,0.01067228947022663,54,0.0462493699470086,0.21891798845727128,0.0,0.0237579345703125,1.0
oracle,1000,81,2,1.0,0.23649718620410942,0.3493580628484451,0.5958251953125,0.04853837452906088,0.007104189593338897,48,0.05362461330423079,-0.008463297661903735,1.0,0.0260772705078125,1.0
dense_K200,1000,82,50,1.0,1.5654805390980029,0.7495097208329629,0.5303955078125,0.05149365497757979,0.017130319807715035,72,0.0385728073605789,0.391688360322614,0.0,-0.0393524169921875,1.0
screen_full,1000,82,4,1.0,0.6425989948655618,0.5009155205922278,0.5579833984375,0.05010489689600674,0.010181943407537935,67,0.041336335118088374,0.14309416008187892,0.0,-0.0117645263671875,1.0
screen_split,1000,82,7,1.0,0.8416697017246458,0.560038562728326,0.576416015625,0.07439498762250205,0.011247798693990427,74,0.06268121227631489,0.20221720221797712,0.0,0.0066680908203125,1.0
oracle,1000,82,2,1.0,0.3468291861791455,0.42596514814549113,0.603759765625,0.04851312812943354,0.00810970133169948,63,0.05312390917790359,0.06814378763514228,1.0,0.0340118408203125,1.0
dense_K200,1000,83,50,1.0,1.40092633800946,0.6382190852218413,0.5213623046875,0.05371768212523117,0.014941749661655917,66,0.041134424138851156,0.2803977247114925,0.0,-0.0483856201171875,1.0
screen_full,1000,83,7,1.0,0.5990996714077715,0.36558634910015014,0.517578125,0.04411506516789923,0.008335722678417364,68,0.048183036831173545,0.007764988589801292,1.0,-0.0521697998046875,1.0
screen_split,1000,83,7,1.0,0.84138862248954,0.4011621245467021,0.51806640625,0.06785757948428611,0.010065708733699708,57,0.05247786182059345,0.04334076403635323,1.0,-0.0516815185546875,1.0
oracle,1000,83,2,1.0,0.32876522715898326,0.3357844406668896,0.5379638671875,0.044681315862579944,0.007147214785628407,37,0.037262642197491334,-0.022036919843459235,1.0,-0.0317840576171875,1.0
dense_K200,1000,84,50,1.0,1.3795733325831707,0.5658820411918704,0.4942626953125,0.05063792308986967,0.014470418822206956,77,0.05150699813337457,0.2080606806815215,0.0,-0.0754852294921875,1.0
screen_full,1000,84,9,1.0,0.5955058853449794,0.335887894160505,0.487548828125,0.04933646702169001,0.008213791515992355,49,0.04053651689670274,-0.021933466349843833,1.0,-0.0821990966796875,0.0
screen_split,1000,84,10,1.0,0.9291646554014926,0.413445799090105,0.4915771484375,0.0716969006364881,0.010362779293579705,70,0.056320100521934514,0.05562443857975613,1.0,-0.0781707763671875,1.0
oracle,1000,84,2,1.0,0.3917355138157364,0.2845371832559435,0.478271484375,0.04578616258148582,0.007134728251405617,54,0.051851959352931826,-0.07328417725440534,1.0,-0.0914764404296875,1.0
dense_K200,1000,85,50,1.0,1.286389790826776,0.5901433890033849,0.5396728515625,0.05581841951852863,0.013319528827608135,74,0.05016664750639543,0.23232202849303607,0.0,-0.0300750732421875,1.0
screen_full,1000,85,10,1.0,0.6007351188524102,0.3092404295005811,0.5223388671875,0.04582198152976623,0.007383788989575563,58,0.05367554436472335,-0.048580931009767736,1.0,-0.0474090576171875,1.0
screen_split,1000,85,10,1.0,1.0437413904055235,0.3909998350491412,0.450927734375,0.05905448221208659,0.010894761159293427,82,0.05454097181693636,0.03317847453879236,1.0,-0.1188201904296875,0.0
oracle,1000,85,2,1.0,0.33815971778009396,0.23012720705729184,0.5177001953125,0.04271093204006012,0.005173949847471888,91,0.09705665755159806,-0.127694153453057,0.0,-0.0520477294921875,1.0
dense_K200,1000,86,50,1.0,1.3264869413013411,0.7175039373800853,0.586669921875,0.05332668341055818,0.013814719061845318,64,0.03996170098295082,0.3596825768697365,0.0,0.0169219970703125,1.0
screen_full,1000,86,10,1.0,0.566041233671264,0.46840515378701153,0.6522216796875,0.052570050718167394,0.007680148596429134,56,0.050041535084402594,0.11058379327666268,0.0,0.0824737548828125,1.0
screen_split,1000,86,4,1.0,0.7980196438304606,0.4427348264730305,0.5762939453125,0.06077641398024318,0.009411164384884589,66,0.05969025296858473,0.08491346596268162,1.0,0.0065460205078125,1.0
oracle,1000,86,2,1.0,0.464505271251928,0.37586297001265023,0.699951171875,0.05174720307699351,0.0064485305990292854,99,0.09520454630641069,0.01804160950230138,1.0,0.1302032470703125,1.0
dense_K200,1000,87,50,1.0,1.582572769385531,0.8171724303362458,0.565185546875,0.0554575567418674,0.016572095528065073,66,0.034430799122008915,0.4593510698258969,0.0,-0.0045623779296875,1.0
screen_full,1000,87,10,1.0,0.666577560059608,0.48542592163595144,0.6343994140625,0.05213373820554137,0.008413580982918315,38,0.029391261125944083,0.1276045611256026,0.0,0.0646514892578125,0.0
screen_split,1000,87,4,1.0,0.7810011246835341,0.4884464238179146,0.5797119140625,0.0665214062238986,0.010252399663884144,66,0.05313923951270442,0.13062506330756574,0.0,0.0099639892578125,1.0
oracle,1000,87,2,1.0,0.3557151143045404,0.37099623332302534,0.572509765625,0.04718235997483657,0.006911125325133371,74,0.07479894448238884,0.013174872812676486,1.0,0.0027618408203125,1.0
dense_K200,1000,88,50,1.0,1.3426270987435573,0.7383851693551539,0.5830078125,0.051869900471182645,0.01464921742624369,68,0.04543551351983019,0.380563808844805,0.0,0.0132598876953125,1.0
screen_full,1000,88,10,1.0,0.5767616120268747,0.455653171501625,0.5975341796875,0.049823303811182995,0.008571026865159193,54,0.03603908339000455,0.09783181099127614,0.0,0.0277862548828125,1.0
screen_split,1000,88,10,1.0,0.8027997979646512,0.437718373407775,0.5394287109375,0.06937299449174915,0.009941166521441811,51,0.047699603763266714,0.07989701289742612,1.0,-0.0303192138671875,1.0
oracle,1000,88,2,1.0,0.2680851154199237,0.39435682848274284,0.58984375,0.04401397716309003,0.00755934939640399,44,0.04886875486504808,0.03653546797239399,1.0,0.0200958251953125,1.0
dense_K200,1000,89,50,1.0,1.5847909440977204,0.8266694174752689,0.58837890625,0.060576793956466396,0.016349270224131622,67,0.039139838752517024,0.46884805696492005,0.0,0.0186309814453125,1.0
screen_full,1000,89,9,1.0,0.5656001820514321,0.5069471228288379,0.6934814453125,0.059542277699403595,0.007451484687447326,50,0.04785619628235546,0.14912576231848906,0.0,0.1237335205078125,0.0
screen_split,1000,89,10,1.0,0.895758131506644,0.6385519794410803,0.6654052734375,0.08080180000769743,0.00972288430399319,51,0.04753947944335402,0.2807306189307315,0.0,0.0956573486328125,0.0
oracle,1000,89,2,1.0,0.3576981949676032,0.41622868140806424,0.608642578125,0.04802572273066937,0.0068517626880925135,64,0.0610177599566808,0.05840732089771539,1.0,0.0388946533203125,1.0
dense_K200,1000,90,50,1.0,1.3640386929173471,0.7161592973214383,0.5723876953125,0.05398389026271405,0.014710910934994968,66,0.045737153903251976,0.3583379368110895,0.0,0.0026397705078125,1.0
screen_full,1000,90,10,1.0,0.5811169418896506,0.4874738209310853,0.628173828125,0.056501464321010254,0.00817033364722693,70,0.05343665170647009,0.12965246042073647,0.0,0.0584259033203125,1.0
screen_split,1000,90,5,1.0,0.8267943146027423,0.46171509336125016,0.499267578125,0.07929052252634052,0.011515827028341911,85,0.07026980543306259,0.10389373285090131,1.0,-0.0704803466796875,1.0
oracle,1000,90,2,1.0,0.28838014556462577,0.38284669829429785,0.6263427734375,0.05051170040798954,0.007197352861670515,95,0.09143957525882766,0.025025337783948998,1.0,0.0565948486328125,1.0
dense_K200,1000,91,50,1.0,1.3429633201899627,0.7066237367852753,0.570068359375,0.056761155065618255,0.014369886153552544,64,0.039895463303061804,0.3488023762749265,0.0,0.0003204345703125,1.0
screen_full,1000,91,5,1.0,0.6316419424044895,0.4471330928363593,0.572998046875,0.04784754486811323,0.009109374601327413,60,0.04137123722010471,0.08931173232601047,1.0,0.0032501220703125,1.0
screen_split,1000,91,9,1.0,0.8782751649275293,0.4526755484970488,0.5443115234375,0.0693985182028657,0.00981010634058963,65,0.05142347827965702,0.09485418798669992,1.0,-0.0254364013671875,1.0
oracle,1000,91,2,1.0,0.31252967466224574,0.3522620363758119,0.539794921875,0.044878619549775824,0.007321394855730642,59,0.058297647439851635,-0.005559324134536969,1.0,-0.0299530029296875,1.0
dense_K200,1000,92,50,1.0,1.2994250263741727,0.7271704211678087,0.5892333984375,0.059616369051486526,0.013945648589968353,53,0.037304459861657674,0.36934906065745987,0.0,0.0194854736328125,1.0
screen_full,1000,92,10,1.0,0.5584340161085958,0.4446906877420722,0.57373046875,0.04785931923521033,0.00838171701066195,59,0.044545693604219054,0.08686932723172336,1.0,0.0039825439453125,1.0
screen_split,1000,92,10,1.0,0.8790058492568332,0.6077746511115094,0.632080078125,0.0827130685936628,0.010799258458339154,77,0.06477671869559402,0.24995329060116056,0.0,0.0623321533203125,1.0
oracle,1000,92,2,1.0,0.19737032618870426,0.35516315353964356,0.54931640625,0.047790920450981225,0.006645683381478991,46,0.05231339677695498,-0.0026582069707052902,1.0,-0.0204315185546875,1.0
dense_K200,1000,93,50,1.0,1.4276734365284143,0.6803679216911314,0.534912109375,0.05529300088092815,0.015316648754307693,71,0.04021067639709966,0.3225465611807825,0.0,-0.0348358154296875,1.0
screen_full,1000,93,10,1.0,0.6581384999485441,0.4348791980093865,0.558349609375,0.05195442137424459,0.009357311353712513,56,0.040145451279212506,0.07705783749903766,1.0,-0.0113983154296875,1.0
screen_split,1000,93,9,1.0,0.9794920510999481,0.6424608093470513,0.566162109375,0.0743430011353838,0.012755071173304194,67,0.046368356077415275,0.28463944883670245,0.0,-0.0035858154296875,1.0
oracle,1000,93,2,1.0,0.2789450819381894,0.36537088329835093,0.5765380859375,0.05136104956002737,0.007316408896306501,55,0.05592718270118117,0.007549522788002083,1.0,0.0067901611328125,1.0
dense_K200,1000,94,50,1.0,1.3672410110777418,0.751025566317929,0.5736083984375,0.05217327240145731,0.015151521630656322,80,0.037974361223249556,0.3932042058075802,0.0,0.0038604736328125,1.0
screen_full,1000,94,10,1.0,0.4847360806456862,0.4225475489595671,0.5557861328125,0.049287144867204744,0.00858211669383286,62,0.04415571033918927,0.06472618844921824,1.0,-0.0139617919921875,1.0
screen_split,1000,94,10,1.0,0.655531354997895,0.4908962173603214,0.6329345703125,0.07054593910824727,0.008426037517594371,55,0.05948476648659553,0.13307485684997256,1.0,0.0631866455078125,1.0
oracle,1000,94,2,1.0,0.25932989409560525,0.39481519856502956,0.601318359375,0.04785745503250349,0.007072936180603144,44,0.04636299805259782,0.036993838054680706,1.0,0.0315704345703125,1.0
dense_K200,1000,95,50,1.0,1.314616993108182,0.7260610101795852,0.5640869140625,0.0564972507449563,0.014614623531884688,81,0.05029772539144389,0.3682396496692364,0.0,-0.0056610107421875,1.0
screen_full,1000,95,10,1.0,0.5201741588047477,0.48012481759121706,0.6253662109375,0.05715877905517055,0.008299244406136665,64,0.04732876336712091,0.1223034570808682,0.0,0.0556182861328125,1.0
screen_split,1000,95,10,1.0,0.7362102477387399,0.5350298474489557,0.590576171875,0.07682727999358482,0.010169963526465011,53,0.048887669165331424,0.1772084869386068,0.0,0.0208282470703125,1.0
oracle,1000,95,2,1.0,0.25380449298823043,0.41445368678337013,0.6046142578125,0.04803565931763904,0.007189223357928823,55,0.05421684099263872,0.05663232627302128,1.0,0.0348663330078125,1.0
dense_K200,1000,96,50,1.0,1.513479410750202,0.8447956833482043,0.5828857421875,0.05954670196311397,0.016349201075649866,66,0.041934193934764476,0.48697432283785547,0.0,0.0131378173828125,1.0
screen_full,1000,96,10,1.0,0.5116621579852242,0.43690402590380084,0.6275634765625,0.05354424198260098,0.007426242676182319,60,0.04862185586662923,0.07908266539345199,1.0,0.0578155517578125,1.0
screen_split,1000,96,10,1.0,0.8881737372821901,0.5055039638934739,0.5654296875,0.06699541025041586,0.010239255266717253,76,0.057783687591749074,0.147682603383125,0.0,-0.0043182373046875,1.0
oracle,1000,96,2,1.0,0.3637760876509696,0.4397372420168047,0.595703125,0.046267730617606036,0.007612706969153579,67,0.05948057974451188,0.08191588150645585,1.0,0.0259552001953125,1.0
dense_K200,1000,97,50,1.0,1.3966339570456077,0.7419258891672836,0.5596923828125,0.056783486792845034,0.015105619807034737,66,0.042347719685790736,0.3841045286569348,0.0,-0.0100555419921875,1.0
screen_full,1000,97,8,1.0,0.46780835807077287,0.39060943124257186,0.5489501953125,0.04852647281289714,0.007830343978593429,52,0.040488361816462,0.03278807073222301,1.0,-0.0207977294921875,1.0
screen_split,1000,97,9,1.0,0.7439204052525771,0.520474640570578,0.5552978515625,0.07559091390336681,0.010654522331492085,77,0.06188000244243391,0.16265328006022917,0.0,-0.0144500732421875,1.0
oracle,1000,97,2,1.0,0.31845689290893864,0.3196782218032969,0.53955078125,0.04545304631768701,0.006967215371721366,29,0.02991311446982679,-0.03814313870705194,1.0,-0.0301971435546875,1.0
dense_K200,1000,98,50,1.0,1.5579625304783804,0.7725158149301514,0.5589599609375,0.0540444718569556,0.016271593114446377,65,0.03623390998033887,0.41469445441980257,0.0,-0.0107879638671875,1.0
screen_full,1000,98,7,1.0,0.5015807098232307,0.3989397777640252,0.5921630859375,0.05216869387199403,0.007514974126381684,75,0.06075557540047875,0.041118417253676376,1.0,0.0224151611328125,1.0
screen_split,1000,98,9,1.0,0.9278987687959582,0.5301362826644733,0.6187744140625,0.07629577902306586,0.009354834159368292,67,0.07123655489552763,0.17231492215412447,0.0,0.0490264892578125,1.0
oracle,1000,98,2,1.0,0.20994257770316846,0.3473180353563737,0.5487060546875,0.04440741776321506,0.0063355455234533455,41,0.04969604592907589,-0.010503325153975174,1.0,-0.0210418701171875,1.0
dense_K200,1000,99,50,1.0,1.4528136192548522,0.7470116676524308,0.549560546875,0.05685428676709025,0.015992303248910468,81,0.044719218677170054,0.3891903071420819,0.0,-0.0201873779296875,1.0
screen_full,1000,99,10,1.0,0.6503186872306611,0.4834457271157094,0.5921630859375,0.050890202279198965,0.009534910824669183,69,0.047770664975404956,0.12562436660536053,0.0,0.0224151611328125,1.0
screen_split,1000,99,10,1.0,0.9148458197631073,0.4648418053187655,0.5374755859375,0.07104754239284508,0.011194700646998755,64,0.04668157402038448,0.10702044480841666,1.0,-0.0322723388671875,1.0
oracle,1000,99,2,1.0,0.4352621749860863,0.41165917384729456,0.632568359375,0.049628748103596534,0.00857411730710769,53,0.04583560160341113,0.053837813336945706,1.0,0.0628204345703125,1.0
dense_K200,1000,100,50,1.0,1.3379360136828395,0.6579667285600859,0.54638671875,0.05281565591983989,0.014345538802806673,59,0.04082473652136821,0.300145368049737,0.0,-0.0233612060546875,1.0
screen_full,1000,100,10,1.0,0.6976742027621761,0.5474038992747319,0.6051025390625,0.055483842359417286,0.00954964239964758,76,0.05406711514487836,0.18958253876438302,0.0,0.0353546142578125,1.0
screen_split,1000,100,10,1.0,1.0451631926759397,0.6042377326366808,0.58056640625,0.07756834568526229,0.01182772832912186,64,0.05279814218278315,0.24641637212633194,0.0,0.0108184814453125,1.0
oracle,1000,100,2,1.0,0.29251678115227975,0.4374919504756095,0.593017578125,0.05249016301687846,0.007608443457930407,43,0.041901623722205586,0.07967058996526066,1.0,0.0232696533203125,1.0
dense_K200,1000,101,50,1.0,1.434475245873595,0.6202349067093891,0.5015869140625,0.04630040073934718,0.01567904541904865,56,0.03394871099281522,0.2624135461990402,0.0,-0.0681610107421875,0.0
screen_full,1000,101,10,1.0,0.6051255848299292,0.38801945796364135,0.5443115234375,0.049008900412609885,0.008166223865347332,65,0.04727619986894437,0.030198097453292494,1.0,-0.0254364013671875,1.0
screen_split,1000,101,10,1.0,0.7117626154521294,0.4611845184492688,0.5557861328125,0.07603796075627456,0.009897588880280247,66,0.06349080348114629,0.10336315793891993,1.0,-0.0139617919921875,1.0
oracle,1000,101,2,1.0,0.3888712334928306,0.3524971464228352,0.55029296875,0.045081760008584056,0.007818510477551282,52,0.041481686730868,-0.005324214087513657,1.0,-0.0194549560546875,1.0
dense_K200,1000,102,50,1.0,1.5136844243797354,0.7219556842975471,0.5404052734375,0.058679474174242685,0.016240103821278898,78,0.045296076249966365,0.36413432378719823,0.0,-0.0293426513671875,1.0
screen_full,1000,102,10,1.0,0.6286037817321429,0.42718719063990185,0.5787353515625,0.05297645245911646,0.008613249312696246,53,0.040979781672344354,0.069365830129553,1.0,0.0089874267578125,1.0
screen_split,1000,102,7,1.0,0.8443369631079094,0.4808727444988228,0.5863037109375,0.0740455659183954,0.009599878757169347,71,0.06103333764636143,0.12305138398847393,1.0,0.0165557861328125,1.0
