dim,h_rmse_rf,h_rmse_gbm,Vrf_bias,Vrf_cover,Vgbm_bias,Vgbm_cover,Vdml_bias,Vdml_cover,corr_mean,V_se,draws
10,0.5784700351897325,0.5789301942881352,0.0099871826171875,0.99,0.0143267822265625,1.0,0.011972359088369057,0.67,-0.002354423138193443,0.03374990297330432,100
50,0.5984275961371803,0.6106840854909249,-0.00623291015625,0.99,0.086463623046875,0.36,0.03109406004584994,0.56,-0.055369563001025045,0.03560756357854503,100
