variant,tau_scale,rep,S_size,S_hit,h_rmse,W_hat,V_hat,W_se,eps_band,n_band,V_se,W_loo,W_true,V_true,V_hat_dev,V_hat_cover,W_hat_dev,W_hat_cover,W_loo_dev,W_loo_cover
screen_full,1.0,118,10,1.0,0.2598792750438471,0.1791219340889344,0.58544921875,0.02555009331127195,0.0035514366751471654,74,0.05740164675288402,0.14452312552456628,0.11927378683678294,0.5697479248046875,0.0157012939453125,1.0,0.05984814725215146,0.0,0.02524933868778334,1.0
screen_split,1.0,118,9,1.0,0.38142982482904353,0.21808962876798987,0.5721435546875,0.035416048474348746,0.004509820325044101,62,0.05314655914588203,0.16081811309144292,0.11927378683678294,0.5697479248046875,0.0023956298828125,1.0,0.09881584193120693,0.0,0.04154432625465998,1.0
screen_full,1.0,119,10,1.0,0.2661775010767431,0.16390803326535952,0.5701904296875,0.025439648601035657,0.003374448512056275,54,0.04785188491103098,0.127910550119735,0.11927378683678294,0.5697479248046875,0.0004425048828125,1.0,0.04463424642857658,1.0,0.00863676328295207,1.0
screen_split,1.0,119,10,1.0,0.4047502206732977,0.254828125807621,0.6290283203125,0.03890194521821838,0.004430271528063906,58,0.05534367956566742,0.2004201152976277,0.11927378683678294,0.5697479248046875,0.0592803955078125,1.0,0.13555433897083805,0.0,0.08114632846084477,0.0
screen_full,1.0,120,7,1.0,0.2627837633029826,0.16404140494689085,0.5577392578125,0.024611136722056837,0.003346368040308173,62,0.05938423968897727,0.1279008304189428,0.11927378683678294,0.5697479248046875,-0.0120086669921875,1.0,0.044767618110107904,1.0,0.008627043582159849,1.0
screen_split,1.0,120,2,1.0,0.21564972093813448,0.1740661858672256,0.6405029296875,0.03512012582997884,0.0028028629330100986,123,0.2222495714610332,0.1420714330654406,0.11927378683678294,0.5697479248046875,0.0707550048828125,1.0,0.05479239903044267,1.0,0.022797646228657653,1.0
screen_full,1.0,121,9,1.0,0.2699220610505796,0.18918892368148343,0.5819091796875,0.024924638672181785,0.0037426326751934143,68,0.05318253007351324,0.15738614590384636,0.11927378683678294,0.5697479248046875,0.0121612548828125,1.0,0.06991513684470049,0.0,0.03811235906706342,1.0
screen_split,1.0,121,7,1.0,0.36271126051973096,0.23065053325477572,0.58447265625,0.034549161702296736,0.004386303973717944,63,0.061060390169663956,0.1727604368599763,0.11927378683678294,0.5697479248046875,0.0147247314453125,1.0,0.11137674641799278,0.0,0.05348665002319336,1.0
screen_full,1.0,122,7,1.0,0.2579470113135621,0.20499591789205274,0.6971435546875,0.028089677283463833,0.002955638086927134,51,0.054963875469528016,0.17257716005817939,0.11927378683678294,0.5697479248046875,0.1273956298828125,0.0,0.0857221310552698,0.0,0.053303373221396444,1.0
screen_split,1.0,122,10,1.0,0.36716347217915674,0.2305400046888106,0.5811767578125,0.03689138869738761,0.004147451110886779,63,0.07559130160594865,0.16208758556253577,0.11927378683678294,0.5697479248046875,0.0114288330078125,1.0,0.11126621785202767,0.0,0.04281379872575283,1.0
screen_full,1.0,123,6,1.0,0.2419058816124374,0.19608432024950445,0.620849609375,0.024703928017720183,0.0036356549733276323,75,0.05961031223358761,0.1604749992658851,0.11927378683678294,0.5697479248046875,0.0511016845703125,1.0,0.07681053341272151,0.0,0.04120121242910216,1.0
screen_split,1.0,123,10,1.0,0.3647793885439061,0.2285437689387838,0.6146240234375,0.03761268572336936,0.004357911321193766,74,0.07079074434128989,0.1644177885198519,0.11927378683678294,0.5697479248046875,0.0448760986328125,1.0,0.10926998210200087,0.0,0.04514400168306895,1.0
screen_full,1.0,124,10,1.0,0.28777903041220626,0.15111660851884567,0.523681640625,0.024194326075290658,0.00381076675701561,65,0.052989294792185185,0.11621649083368579,0.11927378683678294,0.5697479248046875,-0.0460662841796875,1.0,0.03184282168206273,1.0,-0.0030572960030971486,1.0
screen_split,1.0,124,10,1.0,0.36729912356373046,0.14440582649982564,0.4686279296875,0.0313081158993304,0.004191482136936752,71,0.07529299827564434,0.07989602637028774,0.11927378683678294,0.5697479248046875,-0.1011199951171875,1.0,0.0251320396630427,1.0,-0.0393777604664952,1.0
screen_full,1.0,125,10,1.0,0.30463079363215967,0.16217362792930456,0.5374755859375,0.024158710115899696,0.0036043304986150804,61,0.05039496268864271,0.1283015357514565,0.11927378683678294,0.5697479248046875,-0.0322723388671875,1.0,0.04289984109252162,1.0,0.009027748914673561,1.0
screen_split,1.0,125,8,1.0,0.34233967014411887,0.13490183345540613,0.4676513671875,0.030540812185929654,0.003670294669696523,69,0.08300991592735485,0.06281918662769717,0.11927378683678294,0.5697479248046875,-0.1020965576171875,1.0,0.015628046618623187,1.0,-0.05645460020908577,1.0
screen_full,1.0,126,6,1.0,0.2346973303186766,0.13608819515196036,0.533935546875,0.023068321163356487,0.0032324266276644825,65,0.058907957690133836,0.10134021469054613,0.11927378683678294,0.5697479248046875,-0.0358123779296875,1.0,0.016814408315177415,1.0,-0.01793357214623681,1.0
screen_split,1.0,126,10,1.0,0.33404915908328703,0.17889007452646047,0.529541015625,0.032561081625371295,0.00401661450658712,76,0.08035298711521459,0.11133768126614509,0.11927378683678294,0.5697479248046875,-0.0402069091796875,1.0,0.05961628768967753,1.0,-0.007936105570637855,1.0
screen_full,1.0,127,10,1.0,0.26353136934372207,0.1719629362636995,0.5299072265625,0.02456276717986098,0.0038309877807789355,55,0.04135965470183017,0.13797079262773587,0.11927378683678294,0.5697479248046875,-0.0398406982421875,1.0,0.05268914942691655,0.0,0.01869700579095293,1.0
screen_split,1.0,127,10,1.0,0.3554031699047121,0.18016956335996603,0.5299072265625,0.03406503050924512,0.00411127615684569,59,0.06282869838542825,0.11637930636923839,0.11927378683678294,0.5697479248046875,-0.0398406982421875,1.0,0.06089577652318309,1.0,-0.0028944804675445496,1.0
screen_full,1.0,128,8,1.0,0.21181267487088365,0.15174812974397545,0.5635986328125,0.02449333588672583,0.003122955678125695,70,0.07178948384985703,0.11256489533407613,0.11927378683678294,0.5697479248046875,-0.0061492919921875,1.0,0.032474342907192505,1.0,-0.006708891502706815,1.0
screen_split,1.0,128,7,1.0,0.38720069463121426,0.18186503046636004,0.5069580078125,0.03236096337166927,0.004508511989876992,69,0.06729971747066066,0.12794089420392818,0.11927378683678294,0.5697479248046875,-0.0627899169921875,1.0,0.0625912436295771,1.0,0.008667107367145238,1.0
screen_full,1.0,129,10,1.0,0.21866913665300503,0.15261101644536698,0.57275390625,0.02565889914038166,0.0029638139700461836,52,0.05325255145574499,0.11469572890994686,0.11927378683678294,0.5697479248046875,0.0030059814453125,1.0,0.03333722960858404,1.0,-0.004578057926836077,1.0
screen_split,1.0,129,7,1.0,0.3355827208398337,0.17206606487802203,0.5653076171875,0.03567520831201979,0.0036770552865634815,65,0.07083543842647352,0.10346976101280642,0.11927378683678294,0.5697479248046875,-0.0044403076171875,1.0,0.052792278041239094,1.0,-0.015804025823976525,1.0
screen_full,1.0,130,10,1.0,0.27571204852478665,0.1356760226579357,0.511962890625,0.02364674066168,0.003343418080215626,72,0.05954898044926241,0.09562088837184862,0.11927378683678294,0.5697479248046875,-0.0577850341796875,1.0,0.016402235821152772,1.0,-0.02365289846493432,1.0
screen_split,1.0,130,6,1.0,0.40543293887644066,0.16321731291221997,0.4791259765625,0.033212350970214174,0.004569959801125474,73,0.06567136568772187,0.10003461483932656,0.11927378683678294,0.5697479248046875,-0.0906219482421875,1.0,0.04394352607543703,1.0,-0.01923917199745638,1.0
screen_full,1.0,131,7,1.0,0.25005758582673293,0.13682969033689057,0.5609130859375,0.024306395525306387,0.003072287309037019,48,0.05025507850492405,0.09795698184569396,0.11927378683678294,0.5697479248046875,-0.0088348388671875,1.0,0.017555903500107634,1.0,-0.021316804991088983,1.0
screen_split,1.0,131,8,1.0,0.3884369226560235,0.19590520739247014,0.55615234375,0.03269640377386155,0.004305356125539784,74,0.06840959256159114,0.1315621102384813,0.11927378683678294,0.5697479248046875,-0.0135955810546875,1.0,0.0766314205556872,0.0,0.012288323401698359,1.0
screen_full,1.0,132,8,1.0,0.2754918174767008,0.19951513700824142,0.60986328125,0.026239388385074194,0.0035677380546993947,55,0.047919200120569466,0.1667479199688118,0.11927378683678294,0.5697479248046875,0.0401153564453125,1.0,0.08024135017145848,0.0,0.04747413313202886,1.0
screen_split,1.0,132,6,1.0,0.3478256713986948,0.20916132549454192,0.558837890625,0.035557327385167245,0.004350402584002442,72,0.07025011083590581,0.14278684499338162,0.11927378683678294,0.5697479248046875,-0.0109100341796875,1.0,0.08988753865775898,0.0,0.023513058156598682,1.0
screen_full,1.0,133,10,1.0,0.2809755561388231,0.1950975589504588,0.5582275390625,0.025122178215496168,0.0039640643872524564,57,0.04360461918043395,0.16400601280126778,0.11927378683678294,0.5697479248046875,-0.0115203857421875,1.0,0.07582377211367586,0.0,0.04473222596448484,1.0
screen_split,1.0,133,9,1.0,0.3798582056243591,0.21396056170788272,0.557861328125,0.03420064460858701,0.004609562413811307,56,0.05339661433929277,0.15746160062905395,0.11927378683678294,0.5697479248046875,-0.0118865966796875,1.0,0.09468677487109978,0.0,0.038187813792271014,1.0
screen_full,1.0,134,10,1.0,0.305654525336528,0.20404237650907298,0.57373046875,0.025486463789474906,0.003910183914464198,62,0.04616001499976895,0.17322557727722498,0.11927378683678294,0.5697479248046875,0.0039825439453125,1.0,0.08476858967229003,0.0,0.05395179044044204,0.0
screen_split,1.0,134,5,1.0,0.38440929862677947,0.18538615450978596,0.468017578125,0.03158246766141235,0.004604493018104119,70,0.0647329652025148,0.12895370089276842,0.11927378683678294,0.5697479248046875,-0.1017303466796875,1.0,0.06611236767300302,0.0,0.009679914055985478,1.0
screen_full,1.0,135,7,1.0,0.3110447603143565,0.1139393474660915,0.4530029296875,0.020844437392634644,0.003507931017614087,79,0.06613859224837376,0.0783392431880709,0.11927378683678294,0.5697479248046875,-0.1167449951171875,1.0,-0.005334439370691446,1.0,-0.040934543648712046,0.0
screen_split,1.0,135,9,1.0,0.41300008272347155,0.1452306059631384,0.4478759765625,0.029178668020427984,0.004109451428655868,76,0.07528097856914456,0.07395542190113806,0.11927378683678294,0.5697479248046875,-0.1218719482421875,1.0,0.025956819126355446,1.0,-0.04531836493564488,1.0
screen_full,1.0,136,8,1.0,0.26255690631368694,0.17930137928730533,0.6214599609375,0.02578423875793241,0.0030949327292732493,64,0.05972921494390109,0.14059323872497947,0.11927378683678294,0.5697479248046875,0.0517120361328125,1.0,0.06002759245052239,0.0,0.021319451888196533,1.0
screen_split,1.0,136,8,1.0,0.46890143560267966,0.25661477901908214,0.5777587890625,0.03365737202365025,0.004952842916756925,88,0.06645726664378283,0.20053884735997296,0.11927378683678294,0.5697479248046875,0.0080108642578125,1.0,0.1373409921822992,0.0,0.08126506052319002,0.0
screen_full,1.0,137,9,1.0,0.2351383364561947,0.15992561026613314,0.5975341796875,0.025435084465369753,0.003024237764466098,70,0.06206228006236148,0.12260381058610965,0.11927378683678294,0.5697479248046875,0.0277862548828125,1.0,0.0406518234293502,1.0,0.003330023749326713,1.0
screen_split,1.0,137,4,1.0,0.34132389652442957,0.21706772826372395,0.60546875,0.034679750344692395,0.003991170190263634,61,0.06174775563600156,0.1588826340269575,0.11927378683678294,0.5697479248046875,0.0357208251953125,1.0,0.097793941426941,0.0,0.039608847190174545,1.0
screen_full,1.0,138,9,1.0,0.3097959214123767,0.18263781409336088,0.5069580078125,0.024546328234948487,0.00407956707119332,60,0.0459307177164532,0.1498959151436458,0.11927378683678294,0.5697479248046875,-0.0627899169921875,1.0,0.06336402725657794,0.0,0.030622128306862867,1.0
screen_split,1.0,138,10,1.0,0.3730773323808603,0.18570140391893147,0.4981689453125,0.032181029197911014,0.004534095680929243,65,0.06168376024550991,0.12305854072748626,0.11927378683678294,0.5697479248046875,-0.0715789794921875,1.0,0.06642761708214853,0.0,0.0037847538907033185,1.0
screen_full,1.0,139,5,1.0,0.2020510024047731,0.1216708147318524,0.5128173828125,0.02283450739906087,0.002793050382599893,44,0.05321267071429749,0.08672827583706372,0.11927378683678294,0.5697479248046875,-0.0569305419921875,1.0,0.002397027895069459,1.0,-0.032545510999719224,1.0
screen_split,1.0,139,8,1.0,0.3675097306410474,0.17516632542594063,0.5294189453125,0.03288188676320179,0.004302138012359306,72,0.06416304303545192,0.11087052950530331,0.11927378683678294,0.5697479248046875,-0.0403289794921875,1.0,0.055892538589157686,1.0,-0.008403257331479633,1.0
screen_full,1.0,140,6,1.0,0.28392522420093624,0.13368648949223771,0.4541015625,0.021309682638267526,0.0034984753561062305,80,0.05910565563585856,0.09819098354852918,0.11927378683678294,0.5697479248046875,-0.1156463623046875,1.0,0.014412702655454773,1.0,-0.021082803288253765,1.0
screen_split,1.0,140,10,1.0,0.37350207787435735,0.19280540333944401,0.5159912109375,0.033151169355734145,0.004436278468452213,70,0.06417987965679985,0.13049623655908843,0.11927378683678294,0.5697479248046875,-0.0537567138671875,1.0,0.07353161650266107,0.0,0.011222449722305489,1.0
screen_full,1.0,141,3,1.0,0.2936930325638541,0.17211089163262605,0.603271484375,0.02357092734772415,0.003488993267179191,60,0.04794875374269672,0.1467196871148938,0.11927378683678294,0.5697479248046875,0.0335235595703125,1.0,0.05283710479584311,0.0,0.027445900278110863,1.0
screen_split,1.0,141,10,1.0,0.40327071456748464,0.2592003670067486,0.63037109375,0.03707680536395224,0.004414099084661602,59,0.06476947172408924,0.20032354417669962,0.11927378683678294,0.5697479248046875,0.0606231689453125,1.0,0.13992658016996565,0.0,0.08104975733991668,0.0
screen_full,1.0,142,10,1.0,0.2532499007124846,0.21036428802335436,0.6397705078125,0.02648806893366339,0.003322785711589086,51,0.05156967096953474,0.1732974268050212,0.11927378683678294,0.5697479248046875,0.0700225830078125,1.0,0.09109050118657142,0.0,0.05402363996823825,0.0
screen_split,1.0,142,10,1.0,0.37843419032213643,0.2486896932722088,0.609130859375,0.037006787567283816,0.0044348805730134765,78,0.07514080734260767,0.1836185855423489,0.11927378683678294,0.5697479248046875,0.0393829345703125,1.0,0.12941590643542586,0.0,0.06434479870556595,1.0
screen_full,1.0,143,10,1.0,0.27134773186242483,0.16302234515981015,0.5472412109375,0.02388098214317701,0.003443239924897628,64,0.0522752460078154,0.12540144743025425,0.11927378683678294,0.5697479248046875,-0.0225067138671875,1.0,0.04374855832302721,1.0,0.006127660593471307,1.0
screen_split,1.0,143,10,1.0,0.3431372658804686,0.15917292369642558,0.4986572265625,0.032079444239423924,0.0038813646081392044,80,0.08492194861473776,0.08483611245337205,0.11927378683678294,0.5697479248046875,-0.0710906982421875,1.0,0.03989913685964264,1.0,-0.03443767438341089,1.0
screen_full,1.0,144,4,1.0,0.23946863738406127,0.13845811499264074,0.603271484375,0.023721568689060918,0.0028109307101591347,63,0.06814132092539278,0.10927185138161002,0.11927378683678294,0.5697479248046875,0.0335235595703125,1.0,0.0191843281558578,1.0,-0.010001935455172917,1.0
screen_split,1.0,144,2,1.0,0.23125034644221396,0.18167237361357794,0.6627197265625,0.035731388893078884,0.0023653109519650244,40,0.07838972531297367,0.1511225973034975,0.11927378683678294,0.5697479248046875,0.0929718017578125,1.0,0.062398586776794995,1.0,0.03184881046671456,1.0
screen_full,1.0,145,3,1.0,0.21853578441267602,0.14262900188738747,0.5914306640625,0.023261595848484095,0.002823146869261681,52,0.0543332484839618,0.11336840440689172,0.11927378683678294,0.5697479248046875,0.0216827392578125,1.0,0.023355215050604533,1.0,-0.0059053824298912205,1.0
screen_split,1.0,145,4,1.0,0.3176530921051194,0.16695883540015405,0.5545654296875,0.03298104474194146,0.0035864195149295642,76,0.0881351428552143,0.09192985203985471,0.11927378683678294,0.5697479248046875,-0.0151824951171875,1.0,0.04768504856337111,1.0,-0.027343934796928232,1.0
screen_full,1.0,146,9,1.0,0.24042935203915886,0.13183990220274272,0.5594482421875,0.02570866135902601,0.00277342458372744,70,0.0740092245884478,0.08430023641606893,0.11927378683678294,0.5697479248046875,-0.0102996826171875,1.0,0.012566115365959779,1.0,-0.03497355042071401,1.0
screen_split,1.0,146,10,1.0,0.3664845517203472,0.16144217965182314,0.4952392578125,0.03453493262828991,0.003911990825822978,52,0.057939558148180345,0.0885053525242977,0.11927378683678294,0.5697479248046875,-0.0745086669921875,1.0,0.0421683928150402,1.0,-0.030768434312485243,1.0
screen_full,1.0,147,10,1.0,0.26844187231507893,0.2001492633412476,0.6357421875,0.02539001784841613,0.0033809682183621654,68,0.06474518627777831,0.1623276468263719,0.11927378683678294,0.5697479248046875,0.0659942626953125,1.0,0.08087547650446467,0.0,0.043053859989588966,1.0
screen_split,1.0,147,9,1.0,0.3875458035668154,0.2708170430751332,0.651123046875,0.03661803667075467,0.004225599899759136,65,0.06318475372056621,0.21580101024731402,0.11927378683678294,0.5697479248046875,0.0813751220703125,1.0,0.15154325623835027,0.0,0.09652722341053108,0.0
screen_full,1.0,148,6,1.0,0.20245267289839633,0.1284763838420814,0.494140625,0.022529408145812613,0.0031044520626264276,73,0.06892289294084174,0.09145925042886327,0.11927378683678294,0.5697479248046875,-0.0756072998046875,1.0,0.009202597005298463,1.0,-0.02781453640791967,1.0
screen_split,1.0,148,7,1.0,0.35971982143262743,0.15370225596574058,0.435546875,0.028756068795978727,0.004296572655190335,54,0.05787314697301347,0.0951675570897488,0.11927378683678294,0.5697479248046875,-0.1342010498046875,0.0,0.03442846912895764,1.0,-0.024106229747034136,1.0
screen_full,1.0,149,10,1.0,0.2705668989466289,0.16037951583535404,0.5389404296875,0.024928019700382612,0.003619236255781923,60,0.05372425949349938,0.12027984655541651,0.11927378683678294,0.5697479248046875,-0.0308074951171875,1.0,0.041105728998571095,1.0,0.001006059718633573,1.0
screen_split,1.0,149,7,1.0,0.3482107881432043,0.1976545733568128,0.5628662109375,0.035466392350476765,0.004075419482672786,63,0.06506765851919664,0.13274653241689083,0.11927378683678294,0.5697479248046875,-0.0068817138671875,1.0,0.07838078652002986,0.0,0.013472745580107887,1.0
screen_full,2.0,0,4,1.0,0.21638342693841817,0.2729495834340241,0.5821533203125,0.02387985526878405,0.0047130467226861135,48,0.035128648674937576,0.25532184689189696,0.23854757367356588,0.5697479248046875,0.0124053955078125,1.0,0.03440200976045821,1.0,0.01677427321833108,1.0
screen_split,2.0,0,10,1.0,0.39302277327289303,0.2858088407349725,0.5352783203125,0.03521360421380041,0.005947855604882044,61,0.043315004364364786,0.23967932013389312,0.23854757367356588,0.5697479248046875,-0.0344696044921875,1.0,0.0472612670614066,1.0,0.0011317464603272376,1.0
screen_full,2.0,1,10,1.0,0.31409683378705017,0.29965279327553124,0.5889892578125,0.024094064736832302,0.005423158893266302,56,0.029810825302878357,0.2793249742952703,0.23854757367356588,0.5697479248046875,0.0192413330078125,1.0,0.061105219601965355,0.0,0.04077740062170443,1.0
screen_split,2.0,1,8,1.0,0.36678417660750534,0.28849238728464693,0.5989990234375,0.03366968326085772,0.005338970092481531,58,0.04658535047650136,0.2401037346816226,0.23854757367356588,0.5697479248046875,0.0292510986328125,1.0,0.04994481361108105,1.0,0.0015561610080567223,1.0
screen_full,2.0,2,10,1.0,0.3338802547679175,0.3285190550539026,0.635986328125,0.026968578103948256,0.005425508528956204,45,0.030525768338845197,0.3091062290904652,0.23854757367356588,0.5697479248046875,0.0662384033203125,0.0,0.08997148138033673,0.0,0.07055865541689932,0.0
screen_split,2.0,2,10,1.0,0.44211704354016146,0.39394280397272075,0.65087890625,0.03825428809949705,0.006149567568987182,62,0.048689674936724374,0.35065231285063786,0.23854757367356588,0.5697479248046875,0.0811309814453125,1.0,0.15539523029915486,0.0,0.11210473917707198,0.0
screen_full,2.0,3,10,1.0,0.2654151262823651,0.2717876493845942,0.598876953125,0.026174952743245508,0.004895862051575762,82,0.05006081598197283,0.24600704519482236,0.23854757367356588,0.5697479248046875,0.0291290283203125,1.0,0.03324007571102833,1.0,0.007459471521256478,1.0
screen_split,2.0,3,5,1.0,0.3618171523149392,0.3125665594876853,0.5843505859375,0.03303632973202561,0.005685794694141875,72,0.05352035314252047,0.2686011355966255,0.23854757367356588,0.5697479248046875,0.0146026611328125,1.0,0.07401898581411942,0.0,0.030053561923059635,1.0
screen_full,2.0,4,10,1.0,0.22422872754842113,0.23290743593014895,0.5634765625,0.024949472316210374,0.004820815800058826,59,0.037970071040803764,0.2083529021439113,0.23854757367356588,0.5697479248046875,-0.0062713623046875,1.0,-0.005640137743416929,1.0,-0.030194671529654576,1.0
screen_split,2.0,4,10,1.0,0.3824670959723086,0.2633976362916321,0.5372314453125,0.03451562352411265,0.005850705135750263,67,0.047649079694099594,0.21662165811729556,0.23854757367356588,0.5697479248046875,-0.0325164794921875,1.0,0.024850062618066215,1.0,-0.021925915556270326,1.0
screen_full,2.0,5,10,1.0,0.26346003850149996,0.28656499004259506,0.5869140625,0.02524948495488775,0.005212504036392767,51,0.03577064857536787,0.2644957620843792,0.23854757367356588,0.5697479248046875,0.0171661376953125,1.0,0.048017416369029176,1.0,0.02594818841081331,1.0
screen_split,2.0,5,6,1.0,0.33258021773608754,0.3061194619223843,0.5955810546875,0.03609899126922447,0.0055821185105744435,63,0.046541106604895834,0.26787382850988456,0.23854757367356588,0.5697479248046875,0.0258331298828125,1.0,0.06757188824881843,1.0,0.029326254836318677,1.0
screen_full,2.0,6,10,1.0,0.2951227554359505,0.31756194961147954,0.639892578125,0.026270659957905097,0.005048116043149063,50,0.0334976508714557,0.29623361699105344,0.23854757367356588,0.5697479248046875,0.0701446533203125,0.0,0.07901437593791366,0.0,0.057686043317487556,0.0
screen_split,2.0,6,8,1.0,0.37134829072616776,0.3501791576494709,0.6474609375,0.03757229897671999,0.005552541140962399,48,0.044013403156658304,0.3095956362673704,0.23854757367356588,0.5697479248046875,0.0777130126953125,1.0,0.111631583975905,0.0,0.07104806259380453,1.0
screen_full,2.0,7,10,1.0,0.3015456604854403,0.2701137540684986,0.559814453125,0.025124512619668624,0.0052075979490113404,64,0.035895840494712304,0.24633201879247352,0.23854757367356588,0.5697479248046875,-0.0099334716796875,1.0,0.0315661803949327,1.0,0.007784445118907635,1.0
screen_split,2.0,7,7,1.0,0.3507939900921339,0.30437933370783865,0.5743408203125,0.035943321484802476,0.00574426635661581,75,0.05735994645430546,0.25705107280966405,0.23854757367356588,0.5697479248046875,0.0045928955078125,1.0,0.06583176003427277,1.0,0.018503499136098167,1.0
screen_full,2.0,8,9,1.0,0.2566927550057879,0.2209231828059668,0.5653076171875,0.024845994913216436,0.004556521641973208,57,0.04020449172414233,0.19493059936426502,0.23854757367356588,0.5697479248046875,-0.0044403076171875,1.0,-0.017624390867599093,1.0,-0.043616974309300865,1.0
screen_split,2.0,8,8,1.0,0.37044299923479457,0.250071291181033,0.555419921875,0.03524769611157548,0.00542529320021824,64,0.05015557759882409,0.1951049983270634,0.23854757367356588,0.5697479248046875,-0.0143280029296875,1.0,0.011523717507467113,1.0,-0.04344257534650248,1.0
screen_full,2.0,9,10,1.0,0.2917732146947621,0.27869497257128806,0.6041259765625,0.025994767823279034,0.004779529597728079,65,0.044239653038691464,0.25295786274973026,0.23854757367356588,0.5697479248046875,0.0343780517578125,1.0,0.040147398897722175,1.0,0.014410289076164373,1.0
screen_split,2.0,9,10,1.0,0.36821689291521387,0.25546783826400316,0.584716796875,0.035479902163390406,0.005078898038054954,72,0.06304036423049773,0.20384206617411438,0.23854757367356588,0.5697479248046875,0.0149688720703125,1.0,0.016920264590437273,1.0,-0.034705507499451504,1.0
screen_full,2.0,10,10,1.0,0.2533363018556316,0.29362674093696284,0.6099853515625,0.02646081514343716,0.005194285107157653,51,0.031807557089291776,0.27216547803038205,0.23854757367356588,0.5697479248046875,0.0402374267578125,1.0,0.055079167263396955,0.0,0.033617904356816164,1.0
screen_split,2.0,10,10,1.0,0.3638313480292766,0.32363527755668,0.6585693359375,0.04053865179693215,0.005117925016084121,60,0.0547526533507826,0.26585470773566383,0.23854757367356588,0.5697479248046875,0.0888214111328125,1.0,0.0850877038831141,0.0,0.02730713406209795,1.0
screen_full,2.0,11,10,1.0,0.2850054096798126,0.32151059510300173,0.6353759765625,0.027211077373042118,0.005188540427874846,55,0.032281958381993825,0.2975676493634564,0.23854757367356588,0.5697479248046875,0.0656280517578125,0.0,0.08296302142943585,0.0,0.05902007568989054,0.0
screen_split,2.0,11,10,1.0,0.36583724283378843,0.32755470669922154,0.5877685546875,0.03673869171280413,0.005911272090981661,67,0.049904138115807496,0.2801218792498019,0.23854757367356588,0.5697479248046875,0.0180206298828125,1.0,0.08900713302565566,0.0,0.04157430557623604,1.0
screen_full,2.0,12,10,1.0,0.2595802668914727,0.29289722334353446,0.58837890625,0.026186530717582635,0.005312734404566806,61,0.035429012247655316,0.26992075114183967,0.23854757367356588,0.5697479248046875,0.0186309814453125,1.0,0.05434964966996858,0.0,0.03137317746827378,1.0
screen_split,2.0,12,3,1.0,0.37541301680384764,0.27404618397633534,0.57763671875,0.03460788826318016,0.005164285600787353,52,0.04339912998426765,0.2300148639746277,0.23854757367356588,0.5697479248046875,0.0078887939453125,1.0,0.03549861030276946,1.0,-0.008532709698938185,1.0
screen_full,2.0,13,6,1.0,0.2669873629411106,0.26542705424335294,0.529052734375,0.022937243115025572,0.005583168434998661,57,0.03627258220314607,0.25005022856680265,0.23854757367356588,0.5697479248046875,-0.0406951904296875,1.0,0.026879480569787062,1.0,0.011502654893236763,1.0
screen_split,2.0,13,10,1.0,0.3788496362774844,0.3215257753333778,0.5650634765625,0.03503681966596765,0.006469225054830705,49,0.035120821713187554,0.28212219411743034,0.23854757367356588,0.5697479248046875,-0.0046844482421875,1.0,0.0829782016598119,0.0,0.043574620443864454,1.0
screen_full,2.0,14,10,1.0,0.2975879951250887,0.25686712679569,0.576416015625,0.02580476614997238,0.004843746133769092,60,0.039141003761318356,0.232249252226135,0.23854757367356588,0.5697479248046875,0.0066680908203125,1.0,0.018319553122124133,1.0,-0.0062983214474308935,1.0
screen_split,2.0,14,10,1.0,0.4172429680126999,0.2686074770747085,0.5504150390625,0.03360792086460733,0.005845822954593318,61,0.04699286696702154,0.22012863040228448,0.23854757367356588,0.5697479248046875,-0.0193328857421875,1.0,0.030059903401142618,1.0,-0.018418943271281407,1.0
screen_full,2.0,15,6,1.0,0.19874218885574663,0.22142927335396473,0.5277099609375,0.02366361226420379,0.004715584248718051,66,0.04675934599706998,0.1970149109552568,0.23854757367356588,0.5697479248046875,-0.0420379638671875,1.0,-0.017118300319601154,1.0,-0.04153266271830908,1.0
screen_split,2.0,15,10,1.0,0.3654352555570751,0.23270226154940846,0.4932861328125,0.03195287846969077,0.0057233492394835215,56,0.042076006158736426,0.18903433811923168,0.23854757367356588,0.5697479248046875,-0.0764617919921875,1.0,-0.005845312124157426,1.0,-0.049513235554334206,1.0
screen_full,2.0,16,10,1.0,0.34714980180220184,0.24857285061600382,0.563232421875,0.024216255869241636,0.005115482802712378,71,0.04335322159778544,0.22200953316036776,0.23854757367356588,0.5697479248046875,-0.0065155029296875,1.0,0.010025276942437933,1.0,-0.016538040513198127,1.0
screen_split,2.0,16,4,1.0,0.3638519791514249,0.26057289775965964,0.5693359375,0.03280337417003092,0.00525653022101539,51,0.03968456506354156,0.21955479307674414,0.23854757367356588,0.5697479248046875,-0.0004119873046875,1.0,0.022025324086093756,1.0,-0.018992780596821746,1.0
screen_full,2.0,17,9,1.0,0.2738152823730061,0.26477106206232626,0.590576171875,0.025645729905496628,0.004831172164622718,50,0.03415909470042541,0.24011334066441617,0.23854757367356588,0.5697479248046875,0.0208282470703125,1.0,0.026223488388760374,1.0,0.001565766990850287,1.0
screen_split,2.0,17,8,1.0,0.36346916723633754,0.24528068586720392,0.5545654296875,0.03457554065539579,0.0048435141903036775,61,0.057969695568981426,0.18910835319794592,0.23854757367356588,0.5697479248046875,-0.0151824951171875,1.0,0.006733112193638036,1.0,-0.049439220475619966,1.0
