cell,rep,truth,plug,loo,se_plug,se_aug,h_rmse,plug_dev,loo_dev,plug_cover,loo_cover_plugse,loo_cover_augse
V_share81,124,0.8134002685546875,0.79150390625,0.7542991518099913,0.03059489457462495,0.030767308531496708,0.6255139095183316,-0.0218963623046875,-0.0591011167446962,1.0,1.0,1.0
V_share81,125,0.8134002685546875,0.7520751953125,0.8787053195990776,0.03259085014687513,0.032844440970001665,0.6277015094631038,-0.0613250732421875,0.0653050510443901,1.0,0.0,0.0
V_share81,126,0.8134002685546875,0.76806640625,0.7234660747719159,0.027657601037619405,0.027837023863116976,0.6342037093011694,-0.0453338623046875,-0.08993419378277157,1.0,0.0,0.0
V_share81,127,0.8134002685546875,0.7481689453125,0.7960899738187708,0.03392509496244459,0.03408765254064319,0.6407507380115519,-0.0652313232421875,-0.01731029473591672,1.0,1.0,1.0
V_share81,128,0.8134002685546875,0.7747802734375,0.781879623964762,0.02414586315470192,0.024312281220016278,0.6007864925874542,-0.0386199951171875,-0.03152064458992554,1.0,1.0,1.0
V_share81,129,0.8134002685546875,0.79736328125,0.8973004196836525,0.038198755830302085,0.03844749589770911,0.5488438489701082,-0.0160369873046875,0.08390015112896498,1.0,0.0,0.0
V_share81,130,0.8134002685546875,0.7705078125,0.853465836520962,0.036042781710654725,0.036220453299823895,0.6277289687480128,-0.0428924560546875,0.040065567966274473,1.0,1.0,1.0
V_share81,131,0.8134002685546875,0.7744140625,0.7712834541303535,0.030180001379354372,0.03033257877166337,0.5720885494060434,-0.0389862060546875,-0.042116814424334015,1.0,1.0,1.0
V_share81,132,0.8134002685546875,0.7841796875,0.8293564751464879,0.030923580723774505,0.03107629287442396,0.6462657892465421,-0.0292205810546875,0.015956206591800415,1.0,1.0,1.0
V_share81,133,0.8134002685546875,0.733154296875,0.85822745863396,0.0362278163709487,0.03649630781651294,0.6296196871342526,-0.0802459716796875,0.044827190079272494,0.0,1.0,1.0
V_share81,134,0.8134002685546875,0.737060546875,0.6142261577778598,0.03307088527724223,0.03336186147926491,0.6666352587835286,-0.0763397216796875,-0.19917411077682767,0.0,0.0,0.0
V_share81,135,0.8134002685546875,0.7547607421875,0.9294506459084858,0.03151864345479567,0.03204337822001427,0.5862538148845033,-0.0586395263671875,0.1160503773537983,1.0,0.0,0.0
V_share81,136,0.8134002685546875,0.7589111328125,0.8548530769481446,0.036663473101047776,0.036872467666872105,0.605292252310046,-0.0544891357421875,0.04145280839345711,1.0,1.0,1.0
V_share81,137,0.8134002685546875,0.727294921875,0.604021958745494,0.033081396494180834,0.03334894391127679,0.6223668134596092,-0.0861053466796875,-0.20937830980919347,0.0,0.0,0.0
V_share81,138,0.8134002685546875,0.77880859375,0.9879285742495562,0.03843671372924866,0.0388484881872757,0.5803882661131308,-0.0345916748046875,0.17452830569486866,1.0,0.0,0.0
V_share81,139,0.8134002685546875,0.7650146484375,0.9186010523364724,0.03302238879008889,0.03342200035438512,0.5778708398436897,-0.0483856201171875,0.10520078378178488,1.0,0.0,0.0
V_share81,140,0.8134002685546875,0.7490234375,0.9499271585316065,0.029250402431326077,0.02976200130625481,0.6165180787201257,-0.0643768310546875,0.13652688997691897,0.0,0.0,0.0
V_share81,141,0.8134002685546875,0.771240234375,0.9191647151937408,0.039573364579044916,0.039940650839890304,0.5210022498728882,-0.0421600341796875,0.10576444663905327,1.0,0.0,0.0
V_share81,142,0.8134002685546875,0.8001708984375,0.9175613290717614,0.029116638285264593,0.02949600093015941,0.5551518446853808,-0.0132293701171875,0.10416106051707386,1.0,0.0,0.0
V_share81,143,0.8134002685546875,0.795166015625,0.9182478570000747,0.03231987769249578,0.032566196716654,0.593042757579367,-0.0182342529296875,0.10484758844538722,1.0,0.0,0.0
V_share81,144,0.8134002685546875,0.7421875,0.8485934989149903,0.03724956799170201,0.03748279260701094,0.6193187356969335,-0.0712127685546875,0.03519323036030275,1.0,1.0,1.0
