kept,h_rmse,V_bias,V_sd,V_se,V_cover,W_bias,W_cover,draws
0.8196883333333334,0.6177520666018955,0.04609812968199635,0.02833169357360207,0.04590811655079656,0.9333333333333333,0.18039085584785197,0.0,150
