label,n,K,dim,W_hat,W_se,V_hat,V_se,h_rmse,eps_band,n_band,rep,W_true,V_true,dgp,feat_q,gamma,W_dev,V_dev,n_varV,W_cover,V_cover
A_dense_d10_n1000_K50,1000,50,10,0.3840796554401827,0.05038446098743751,0.560546875,0.04447390654943924,0.6209050981279117,0.008557662631207977,63,31,0.34094618144048716,0.5839996337890625,dense,-1,3.0,0.043133473999695526,-0.0234527587890625,1.977928363768254,1.0,1.0
A_dense_d10_n1000_K50,1000,50,10,0.4816691251800682,0.057433280247099414,0.6026611328125,0.04473661777059561,0.7213398060659599,0.009079294958659447,65,32,0.34094618144048716,0.5839996337890625,dense,-1,3.0,0.14072294373958105,0.0186614990234375,2.0013649695523705,0.0,1.0
A_dense_d10_n1000_K50,1000,50,10,0.4397035509553586,0.06410747377509753,0.6031494140625,0.05401758992799811,0.6862879502262531,0.008164512432282457,65,33,0.34094618144048716,0.5839996337890625,dense,-1,3.0,0.09875736951487146,0.0191497802734375,2.9179000216293627,1.0,1.0
A_dense_d10_n1000_K50,1000,50,10,0.492375413081921,0.060754475813239575,0.6728515625,0.052544735208423995,0.6146022268677903,0.007983621407863864,63,34,0.34094618144048716,0.5839996337890625,dense,-1,3.0,0.15142923164143385,0.0888519287109375,2.760949198123392,0.0,1.0
A_dense_d10_n1000_K50,1000,50,10,0.4708115522875741,0.055221815499071694,0.5855712890625,0.043381009640523154,0.5872197565291803,0.009147862619758026,64,35,0.34094618144048716,0.5839996337890625,dense,-1,3.0,0.12986537084708694,0.0015716552734375,1.8819119974311629,0.0,1.0
A_dense_d10_n1000_K50,1000,50,10,0.4652835176277054,0.04784160303353277,0.5574951171875,0.04550184590779871,0.6784479895472589,0.009662139121770141,74,36,0.34094618144048716,0.5839996337890625,dense,-1,3.0,0.12433733618721826,-0.0265045166015625,2.070417981017058,0.0,1.0
A_dense_d10_n1000_K50,1000,50,10,0.46467081575065206,0.0589120034148099,0.6187744140625,0.062366629274816954,0.5012047555977144,0.008427265938357109,76,37,0.34094618144048716,0.5839996337890625,dense,-1,3.0,0.1237246343101649,0.0347747802734375,3.889596447102455,0.0,1.0
A_dense_d10_n1000_K50,1000,50,10,0.45745609478618005,0.05443589687639677,0.6468505859375,0.05491004450051022,0.5048569574578089,0.007389996886131831,66,38,0.34094618144048716,0.5839996337890625,dense,-1,3.0,0.11650991334569288,0.0628509521484375,3.015112987048013,0.0,1.0
A_dense_d10_n1000_K50,1000,50,10,0.39361564948930006,0.04806619211371403,0.5343017578125,0.04826399480643506,0.6291911440408797,0.009619410391289046,64,39,0.34094618144048716,0.5839996337890625,dense,-1,3.0,0.052669468048812895,-0.0496978759765625,2.3294131946755905,1.0,1.0
A_dense_d10_n1000_K50,1000,50,10,0.4250531590886948,0.05381549770548345,0.600830078125,0.046738147294377315,0.6317083629264681,0.0079339219386785,61,40,0.34094618144048716,0.5839996337890625,dense,-1,3.0,0.08410697764820763,0.0168304443359375,2.1844544125109095,1.0,1.0
