p,n,K,rep,W_true,V_true,h_rmse,W_hat,V_hat,W_se,eps_band,n_band,V_se,V_loo,W_loo,V_hat_dev,V_hat_cover,V_loo_dev,V_loo_cover,W_hat_dev,W_hat_cover,W_loo_dev,W_loo_cover,V_sqerr_plug,V_sqerr_loo
1.6,4000,156,88,0.22573558700716836,0.5,0.16329971762925902,0.26450082280186327,0.599365234375,0.02350343773786768,0.004153578515310904,60,0.041141344363056574,0.5700949964394814,0.2557143145689049,0.099365234375,0.0,0.07009499643948136,1.0,0.0387652357946949,1.0,0.029978727561736557,1.0,0.009873449802398682,0.004913308525850904
1.6,4000,156,89,0.22573558700716836,0.5,0.14822295466544236,0.2190217109024317,0.5855712890625,0.022907582356869995,0.003753004265467682,83,0.06387017708402837,0.7070974137188529,0.20044163907547277,0.0855712890625,1.0,0.20709741371885293,0.0,-0.006713876104736671,1.0,-0.025293947931695593,1.0,0.007322445511817932,0.042889338769037735
1.6,4000,156,90,0.22573558700716836,0.5,0.18496931273384418,0.2007889716932834,0.447998046875,0.019779360236447052,0.004259618810010984,48,0.03936801194175166,0.42904726278214744,0.19086035838598814,-0.052001953125,1.0,-0.07095273721785256,1.0,-0.02494661531388495,1.0,-0.034875228621180226,1.0,0.0027042031288146973,0.00503429091870564
1.6,4000,156,91,0.22573558700716836,0.5,0.18053283896459485,0.21443148596144998,0.5067138671875,0.021808708985037055,0.0038860297313085893,78,0.06149430396119007,0.5021027491676804,0.2001521541073038,0.0067138671875,1.0,0.0021027491676803844,1.0,-0.011304101045718384,1.0,-0.02558343289986456,1.0,4.507601261138916e-05,4.42155406218055e-06
1.6,4000,156,92,0.22573558700716836,0.5,0.18480969269831193,0.23251322703614427,0.5338134765625,0.022494392982596596,0.004157200226193201,65,0.04252390519649765,0.49357842809879915,0.21984093583915498,0.0338134765625,1.0,-0.006421571901200851,1.0,0.0067776400289759064,1.0,-0.005894651168013382,1.0,0.0011433511972427368,4.123658568229231e-05
1.6,4000,156,93,0.22573558700716836,0.5,0.14962115484718194,0.22224269548078643,0.4825439453125,0.021098077943331125,0.004094936020391794,59,0.04603939901330455,0.43810854896703544,0.21213503418092738,-0.0174560546875,1.0,-0.06189145103296456,1.0,-0.003492891526381936,1.0,-0.01360055282624098,1.0,0.0003047138452529907,0.00383055171096585
1.6,4000,156,94,0.22573558700716836,0.5,0.14365203500445356,0.22654893520472474,0.510986328125,0.022271965047193136,0.004401138018621579,74,0.07065087832007111,0.5340296843724401,0.21251055220519127,0.010986328125,1.0,0.03402968437244014,1.0,0.0008133481975563794,1.0,-0.013225034801977092,1.0,0.00012069940567016602,0.0011580194184878966
1.6,4000,156,95,0.22573558700716836,0.5,0.18134554311712386,0.24355352219601367,0.566162109375,0.023198895267231342,0.004055603949255221,58,0.04250494767142447,0.5424562751689644,0.23330701802909437,0.066162109375,1.0,0.04245627516896444,1.0,0.017817935188845307,1.0,0.007571431021926006,1.0,0.004377424716949463,0.0018025353012228267
1.6,4000,156,96,0.22573558700716836,0.5,0.1744015796369379,0.2872509495703429,0.5380859375,0.02252761824759296,0.004996605688149004,84,0.05659585265572531,0.5304816295673055,0.27611379963570043,0.0380859375,1.0,0.03048162956730549,1.0,0.06151536256317455,0.0,0.050378212628532065,0.0,0.0014505386352539062,0.0009291297410784323
1.6,4000,156,97,0.22573558700716836,0.5,0.14101055694271955,0.2048440561290113,0.375,0.018708668511505704,0.00422243539392906,60,0.06879977817338362,0.13515012903640758,0.1880858953293346,-0.125,1.0,-0.36484987096359245,0.0,-0.020891530878157066,1.0,-0.037649691677833774,0.0,0.015625,0.13311542834215007
1.6,4000,156,98,0.22573558700716836,0.5,0.18017392390496448,0.1984415080781034,0.4635009765625,0.020667018516328996,0.003945181007953123,67,0.062426642973786604,0.35954966636487706,0.18589942852677624,-0.0364990234375,1.0,-0.14045033363512294,0.0,-0.027294078929064963,1.0,-0.039836158480392125,1.0,0.0013321787118911743,0.019726296218217344
1.6,4000,156,99,0.22573558700716836,0.5,0.1301514915227213,0.23653330873975342,0.5718994140625,0.02398382174599179,0.004074112998334738,65,0.04926591090343672,0.5944908050435518,0.2256290007830422,0.0718994140625,1.0,0.09449080504355178,1.0,0.010797721732585058,1.0,-0.00010658622412615393,1.0,0.005169525742530823,0.008928512237778512
1.6,4000,156,100,0.22573558700716836,0.5,0.17098899583173519,0.2486992343903347,0.4576416015625,0.020952532132359945,0.004750389500732251,64,0.0473226140772885,0.4209877554442613,0.23815615618947925,-0.0423583984375,1.0,-0.07901224455573869,1.0,0.022963647383166336,1.0,0.012420569182310881,1.0,0.0017942339181900024,0.006242934789735858
1.6,4000,156,101,0.22573558700716836,0.5,0.1943908763337622,0.23067165864930422,0.532470703125,0.021980850248621054,0.0039658427273097235,159,0.13732305518954396,0.40342615746949645,0.21284255389377604,0.032470703125,1.0,-0.09657384253050355,1.0,0.004936071642135859,1.0,-0.012893033113392321,1.0,0.0010543465614318848,0.009326507061106496
1.6,4000,156,102,0.22573558700716836,0.5,0.19267029967583543,0.21684180919864626,0.487548828125,0.021640083959697045,0.004226157663374995,79,0.061435538853582765,0.4703447941196419,0.20558074681982785,-0.012451171875,1.0,-0.029655205880358082,1.0,-0.008893777808522102,1.0,-0.02015484018734051,1.0,0.00015503168106079102,0.0008794312358064246
1.6,4000,156,103,0.22573558700716836,0.5,0.18556677718601847,0.2660160851328645,0.4874267578125,0.021672410115909566,0.005029908352929888,64,0.040136283528027394,0.4640693161050882,0.2562946306391257,-0.0125732421875,1.0,-0.035930683894911775,1.0,0.040280498125696146,1.0,0.030559043631957356,1.0,0.00015808641910552979,0.0012910140451560723
1.6,4000,156,104,0.22573558700716836,0.5,0.1872295511712455,0.2479544274353672,0.4910888671875,0.02143489745278911,0.004575504819758703,57,0.036373367275559704,0.49353761733982376,0.23773281639443444,-0.0089111328125,1.0,-0.006462382660176236,1.0,0.022218840428198827,1.0,0.011997229387266078,1.0,7.940828800201416e-05,4.1762389646546485e-05
1.6,4000,156,105,0.22573558700716836,0.5,0.16517516545794525,0.23047201535827286,0.481689453125,0.021199074128913847,0.0047673723029961635,61,0.04310668115806833,0.4570589350278761,0.21952428021747067,-0.018310546875,1.0,-0.04294106497212391,1.0,0.0047364283511044936,1.0,-0.006211306789697696,1.0,0.00033527612686157227,0.001843935060940167
1.6,4000,156,106,0.22573558700716836,0.5,0.15184394813203733,0.2487300367266408,0.4722900390625,0.021499215865722867,0.004671773110146047,65,0.0505492821961296,0.4101649245947829,0.23326705285097632,-0.0277099609375,1.0,-0.08983507540521712,1.0,0.022994449719472426,1.0,0.007531465843807955,1.0,0.0007678419351577759,0.008070340773061046
1.6,4000,156,107,0.22573558700716836,0.5,0.17553117103852478,0.2537599109860633,0.5771484375,0.02393853722329821,0.004436431355541338,49,0.036801926632263185,0.6394093581230266,0.2441411537332179,0.0771484375,0.0,0.13940935812302657,0.0,0.028024323978894955,1.0,0.018405566726049538,1.0,0.005951881408691406,0.019434969132274275
1.6,4000,156,108,0.22573558700716836,0.5,0.12296420080747447,0.24200852522965755,0.4786376953125,0.02112589957131894,0.004583027413621306,67,0.04696876926133644,0.4631856557094216,0.23364258886782097,-0.0213623046875,1.0,-0.036814344290578394,1.0,0.01627293822248918,1.0,0.007907001860652602,1.0,0.00045634806156158447,0.001355295945545242
1.6,4000,156,109,0.22573558700716836,0.5,0.1463397222588462,0.2501960274864928,0.452880859375,0.020007362280422197,0.004902544319440075,68,0.04621339195836501,0.4050031586346916,0.2392679448240511,-0.047119140625,1.0,-0.0949968413653084,0.0,0.024460440479324413,1.0,0.013532357816882723,1.0,0.0022202134132385254,0.009024399869385568
1.6,4000,156,110,0.22573558700716836,0.5,0.13052479083792448,0.2534667837568154,0.5374755859375,0.022294570644201744,0.004597598261233948,62,0.043139176203477875,0.5706775599895737,0.2424884653012262,0.0374755859375,1.0,0.0706775599895737,1.0,0.027731196749647052,1.0,0.016752878294057832,1.0,0.0014044195413589478,0.004995317486079789
1.6,4000,156,111,0.22573558700716836,0.5,0.17814247005183892,0.2869974005377807,0.5477294921875,0.023162729556316302,0.004761584110979307,54,0.03382275149375337,0.5545578006767405,0.2785779329197941,0.0477294921875,1.0,0.05455780067674054,1.0,0.06126181353061236,0.0,0.05284234591262574,0.0,0.0022781044244766235,0.0029765536146829506
1.6,4000,156,112,0.22573558700716836,0.5,0.1542265258577299,0.23677995692958123,0.537109375,0.02261661497426018,0.003743518689459952,77,0.06324603351260216,0.45513262144910216,0.22310865975403243,0.037109375,1.0,-0.04486737855089784,1.0,0.011044369922412867,1.0,-0.00262692725313593,1.0,0.001377105712890625,0.002013081658029568
1.6,4000,156,113,0.22573558700716836,0.5,0.117450689294504,0.2181570691957516,0.575439453125,0.023434778455206157,0.0037411394847651175,91,0.07327026354448274,0.6916547869806822,0.19697527068670856,0.075439453125,1.0,0.19165478698068217,0.0,-0.007578517811416774,1.0,-0.028760316320459806,1.0,0.005691111087799072,0.036731557372610656
1.6,4000,156,114,0.22573558700716836,0.5,0.20625233060190964,0.26207211760678273,0.5858154296875,0.023679143413327663,0.004096384933097081,81,0.05471111439480965,0.535398050675991,0.25128959654442967,0.0858154296875,1.0,0.035398050675991,1.0,0.036336530599614364,1.0,0.025554009537261307,1.0,0.007364287972450256,0.0012530219916600269
1.6,4000,156,115,0.22573558700716836,0.5,0.16986553635822974,0.22106547686913444,0.45166015625,0.02079625847285276,0.004665476308243645,47,0.03651906514217312,0.41635542513330565,0.21108374985182532,-0.04833984375,1.0,-0.08364457486669435,0.0,-0.004670110138033923,1.0,-0.014651837155343045,1.0,0.002336740493774414,0.006996414904630037
1.6,4000,156,116,0.22573558700716836,0.5,0.19209405340758506,0.22386237651757437,0.468017578125,0.020427348467677128,0.004751583827382604,50,0.038473225013816524,0.4630224147512729,0.21056601938603178,-0.031982421875,1.0,-0.036977585248727074,1.0,-0.0018732104895939905,1.0,-0.015169567621136582,1.0,0.0010228753089904785,0.001367341810826878
1.6,4000,156,117,0.22573558700716836,0.5,0.17149524757704454,0.1886747956934347,0.51171875,0.021483205020378468,0.0037816203092842673,79,0.06517683455723795,0.5431974814789824,0.172565114706074,0.01171875,1.0,0.04319748147898239,1.0,-0.03706079131373366,1.0,-0.05317047230109437,0.0,0.0001373291015625,0.0018660224061270267
1.6,4000,156,118,0.22573558700716836,0.5,0.10846469309726987,0.2615437655346699,0.5399169921875,0.02256831016655554,0.004403583992514996,49,0.034422389568720374,0.547233122245829,0.2523797424758512,0.0399169921875,1.0,0.047233122245828985,1.0,0.03580817852750154,1.0,0.026644155468682845,1.0,0.001593366265296936,0.002230967837089425
1.6,4000,156,119,0.22573558700716836,0.5,0.1413630723187595,0.2342065489070321,0.523193359375,0.02255915890974497,0.004017536710068325,119,0.17185310736585155,0.6121248039651696,0.2150019696558831,0.023193359375,1.0,0.11212480396516955,1.0,0.008470961899863738,1.0,-0.010733617351285252,1.0,0.0005379319190979004,0.012571971664227702
1.6,4000,156,120,0.22573558700716836,0.5,0.15881660584528048,0.278768616774133,0.519775390625,0.022351130244499834,0.004738816335293318,63,0.04097267377131342,0.5150388770077281,0.2667563735718751,0.019775390625,1.0,0.015038877007728102,1.0,0.05303302976696464,0.0,0.04102078656470673,1.0,0.0003910660743713379,0.00022616782165357294
1.6,4000,156,121,0.22573558700716836,0.5,0.16891142782348542,0.2286656195850137,0.4927978515625,0.021855477865790198,0.004617916018723491,71,0.058739767319508564,0.57360010278716,0.21317901939355965,-0.0072021484375,1.0,0.07360010278716,1.0,0.0029300325778453262,1.0,-0.01255656761360871,1.0,5.187094211578369e-05,0.005416975130280518
1.6,4000,156,122,0.22573558700716836,0.5,0.16771072428838396,0.18481303272421556,0.4776611328125,0.02118023929348743,0.003875935686756316,53,0.046851961741517414,0.4849734838613871,0.17277708816976545,-0.0223388671875,1.0,-0.015026516138612889,1.0,-0.0409225542829528,1.0,-0.05295849883740292,0.0,0.0004990249872207642,0.0002257961872639936
1.6,4000,156,123,0.22573558700716836,0.5,0.17465060250415357,0.2249094111672753,0.475830078125,0.02091530676961636,0.004190966298906643,59,0.0444368760370997,0.4225384430616133,0.21542447079295937,-0.024169921875,1.0,-0.07746155693838669,1.0,-0.0008261758398930563,1.0,-0.010311116214208993,1.0,0.0005841851234436035,0.006000292803318923
1.6,4000,156,124,0.22573558700716836,0.5,0.14057636003814486,0.22198601312004226,0.450439453125,0.020035728367651117,0.004442600948866857,49,0.03710114211271942,0.4595899001257956,0.21285097897011931,-0.049560546875,1.0,-0.04041009987420441,1.0,-0.003749573887126101,1.0,-0.01288460803704905,1.0,0.0024562478065490723,0.001632976171843175
1.6,4000,156,125,0.22573558700716836,0.5,0.17537447844104687,0.22758217266008657,0.50244140625,0.021762044067533518,0.004502320638090652,79,0.054019118997833994,0.43147477750420904,0.21247357782905554,0.00244140625,1.0,-0.06852522249579096,1.0,0.0018465856529182034,1.0,-0.013262009178112821,1.0,5.9604644775390625e-06,0.004695706118097656
1.6,4000,156,126,0.22573558700716836,0.5,0.139522603423112,0.23310954030127035,0.5408935546875,0.023019159190029007,0.004183672997563514,78,0.05669988375328341,0.547391802826164,0.22049579525146018,0.0408935546875,1.0,0.04739180282616395,1.0,0.007373953294101981,1.0,-0.005239791755708184,1.0,0.0016722828149795532,0.002245982975114002
1.6,4000,156,127,0.22573558700716836,0.5,0.1666916645573886,0.22597064124345576,0.4539794921875,0.020565383869014672,0.004172017183856457,73,0.06655534937708889,0.40177199053712426,0.211922788120762,-0.0460205078125,1.0,-0.09822800946287574,1.0,0.00023505423628739086,1.0,-0.013812798886406352,1.0,0.0021178871393203735,0.009648741843038806
1.6,4000,156,128,0.22573558700716836,0.5,0.21656409810751878,0.24020517888583287,0.5587158203125,0.02241503676475719,0.004205577252615451,60,0.049110604375477075,0.5694269969264313,0.22932198014663732,0.0587158203125,1.0,0.06942699692643128,1.0,0.014469591878664506,1.0,0.0035863931394689574,1.0,0.0034475475549697876,0.004820107902222699
1.6,4000,156,129,0.22573558700716836,0.5,0.14473580666153377,0.2510954414054194,0.5565185546875,0.02365436268674368,0.004364549032826668,67,0.046810266635528924,0.5731448043887953,0.23952555737614611,0.0565185546875,1.0,0.07314480438879534,1.0,0.02535985439825103,1.0,0.01378997036897775,1.0,0.0031943470239639282,0.0053501624090751335
1.6,4000,156,130,0.22573558700716836,0.5,0.12627395740004685,0.2578463541293575,0.52880859375,0.023269730642741637,0.004578975091388312,57,0.0392452238952104,0.5960715831552135,0.24642981952038004,0.02880859375,1.0,0.09607158315521347,0.0,0.03211076712218916,1.0,0.020694232513211674,1.0,0.0008299350738525391,0.009229749089949096
1.6,4000,156,131,0.22573558700716836,0.5,0.18002030381856277,0.25566429927233425,0.5191650390625,0.022640231339486973,0.0047048972951431,65,0.041792419382668256,0.5168307217837446,0.24470642207882323,0.0191650390625,1.0,0.016830721783744562,1.0,0.029928712265165885,1.0,0.018970835071654868,1.0,0.0003672987222671509,0.0002832731957618137
1.6,4000,156,132,0.22573558700716836,0.5,0.17327020429219342,0.23838560393962874,0.43408203125,0.020693560295821898,0.004476745400221859,49,0.03811200790442934,0.3735244030298219,0.230403290745128,-0.06591796875,1.0,-0.12647559697017807,0.0,0.012650016932460373,1.0,0.004667703737959633,1.0,0.0043451786041259766,0.015996076628962918
1.6,4000,156,133,0.22573558700716836,0.5,0.21913588968944292,0.2688948743934486,0.5389404296875,0.022353767206588777,0.004437887782138941,81,0.061779680681411944,0.5585207138959735,0.25661681501736877,0.0389404296875,1.0,0.058520713895973464,1.0,0.04315928738628025,1.0,0.030881228010200407,1.0,0.0015163570642471313,0.0034246739548943815
1.6,4000,156,134,0.22573558700716836,0.5,0.16013760781417924,0.2226805479387428,0.48974609375,0.022028088248237983,0.004237568981855743,62,0.04860196576667473,0.4898683641930553,0.2126755768848711,-0.01025390625,1.0,-0.010131635806944705,1.0,-0.0030550390684255524,1.0,-0.013060010122297266,1.0,0.00010514259338378906,0.0001026500441245641
1.6,4000,156,135,0.22573558700716836,0.5,0.16179764840370423,0.21859298184315837,0.4754638671875,0.020955432175149905,0.004251284490555374,68,0.048295034243993194,0.452287414733379,0.20638426851216404,-0.0245361328125,1.0,-0.04771258526662098,1.0,-0.007142605164009996,1.0,-0.01935131849500432,1.0,0.0006020218133926392,0.002276490792824577
1.6,4000,156,136,0.22573558700716836,0.5,0.1788187036638556,0.23615388821576652,0.5589599609375,0.02302131209306428,0.003934673594880103,61,0.05396656281773574,0.5548006271773157,0.2248785258070149,0.0589599609375,1.0,0.05480062717731571,1.0,0.010418301208598157,1.0,-0.0008570612001534694,1.0,0.003476276993751526,0.003003108739027153
1.6,4000,156,137,0.22573558700716836,0.5,0.12331120655588997,0.26047881047693344,0.5341796875,0.022564678505913573,0.004553202134680748,62,0.0433167116414338,0.5740570948111392,0.2502078177620851,0.0341796875,1.0,0.0740570948111392,1.0,0.03474322346976508,1.0,0.02447223075491675,1.0,0.0011682510375976562,0.005484453291866061
1.6,4000,156,138,0.22573558700716836,0.5,0.15830052040544382,0.22604025306188713,0.4737548828125,0.021795174278517564,0.0042067457386160655,57,0.043597546489872796,0.4468074524928786,0.214467962033881,-0.0262451171875,1.0,-0.05319254750712138,1.0,0.0003046660547187663,1.0,-0.011267624973287371,1.0,0.0006888061761856079,0.0028294471102973647
1.6,4000,156,139,0.22573558700716836,0.5,0.14426113282866154,0.23218330407304882,0.539306640625,0.02272000980729377,0.004319954271653608,51,0.03963348170924562,0.5553198900938325,0.2238304831800746,0.039306640625,1.0,0.055319890093832536,1.0,0.0064477170658804595,1.0,-0.0019051038270937737,1.0,0.0015450119972229004,0.003060290239993711
1.6,4000,156,140,0.22573558700716836,0.5,0.1682397304173476,0.2610626984157143,0.5054931640625,0.0218933954802681,0.004675851437253923,59,0.03431166644169477,0.48142480974994206,0.25111824896877893,0.0054931640625,1.0,-0.018575190250057938,1.0,0.035327111408545914,1.0,0.02538266196161057,1.0,3.0174851417541504e-05,0.0003450376928258475
1.6,4000,156,141,0.22573558700716836,0.5,0.1749475623184943,0.21033816800092933,0.44482421875,0.0200891682485038,0.004177202585285824,54,0.046700454053077316,0.3876197006927592,0.19873390275063613,-0.05517578125,1.0,-0.1123802993072408,0.0,-0.015397419006239033,1.0,-0.027001684256532238,1.0,0.0030443668365478516,0.012629331672385028
1.6,4000,156,142,0.22573558700716836,0.5,0.1721214125526871,0.25176944152840575,0.5216064453125,0.02226682635560192,0.0047674200733037585,56,0.03545582126648009,0.5086740577453753,0.24238119125670016,0.0216064453125,1.0,0.00867405774537533,1.0,0.026033854521237382,1.0,0.016645604249531792,1.0,0.0004668384790420532,7.523927777010575e-05
1.6,4000,156,143,0.22573558700716836,0.5,0.14073188980239748,0.21599558169167465,0.4918212890625,0.021808390865264943,0.004098905696273115,63,0.0499961974192316,0.4217843097360385,0.20446128598365673,-0.0081787109375,1.0,-0.07821569026396152,1.0,-0.00974000531549371,1.0,-0.021274301023511633,1.0,6.689131259918213e-05,0.0061176942034679655
1.6,4000,156,144,0.22573558700716836,0.5,0.15358980550866755,0.1995456749093868,0.47265625,0.02107652534083854,0.003859893617502327,74,0.07222846052627616,0.42805028228670416,0.18636534456629222,-0.02734375,1.0,-0.07194971771329584,1.0,-0.02618991209778157,1.0,-0.03937024244087614,1.0,0.0007476806640625,0.005176761879022956
1.6,4000,156,145,0.22573558700716836,0.5,0.15490460835642195,0.24360848537788654,0.4969482421875,0.02166718321135448,0.00447553579981115,97,0.08203373102957942,0.5208600776692367,0.2296226793213236,-0.0030517578125,1.0,0.0208600776692367,1.0,0.017872898370718177,1.0,0.0038870923141552383,1.0,9.313225746154785e-06,0.0004351428403665876
1.6,4000,156,146,0.22573558700716836,0.5,0.13954882059942977,0.2578232423588438,0.5325927734375,0.022601600810015807,0.0045640237779884605,88,0.06584329038884541,0.5857680940336276,0.24250869526949426,0.0325927734375,1.0,0.08576809403362762,1.0,0.03208765535167543,1.0,0.016773108262325892,1.0,0.0010622888803482056,0.00735616595416119
1.6,4000,156,147,0.22573558700716836,0.5,0.2001216823312908,0.23826275768792154,0.48095703125,0.022575208985171333,0.004453197233559865,45,0.03520478729950751,0.4708117969614432,0.23164788443855144,-0.01904296875,1.0,-0.029188203038556793,1.0,0.01252717068075318,1.0,0.005912297431383079,1.0,0.00036263465881347656,0.0008519511966200159
1.6,4000,156,148,0.22573558700716836,0.5,0.1752758425975624,0.1873227785965986,0.4627685546875,0.021255784442097,0.003540427840408808,62,0.0652019466902001,0.2930985378800184,0.1678781053600928,-0.0372314453125,1.0,-0.20690146211998162,0.0,-0.038412808410569765,1.0,-0.057857481647075576,0.0,0.0013861805200576782,0.04280821502738619
1.6,4000,156,149,0.22573558700716836,0.5,0.10414601048047023,0.2250091559907729,0.4444580078125,0.02005461394750292,0.0044511608270292905,60,0.04302543895450703,0.4823472345202345,0.21319491622128958,-0.0555419921875,1.0,-0.01765276547976552,1.0,-0.0007264310163954679,1.0,-0.012540670785878782,1.0,0.003084912896156311,0.0003116201290836012
1.6,16000,301,0,0.22573558700716836,0.5,0.0890769962686543,0.23068306926979606,0.4759521484375,0.010610868897511424,0.004183829175721719,67,0.025851062870571644,0.4725456460975529,0.22765378056597615,-0.0240478515625,1.0,-0.027454353902447104,1.0,0.0049474822626277,1.0,0.0019181935588077903,1.0,0.0005782991647720337,0.0007537415482008125
1.6,16000,301,1,0.22573558700716836,0.5,0.07245992305758246,0.2211076575215138,0.5399169921875,0.011644352103437632,0.0037946834220381077,67,0.028582546000782687,0.5621814872688938,0.21775215633356224,0.0399169921875,1.0,0.06218148726889383,0.0,-0.004627929485654575,1.0,-0.007983430673606129,1.0,0.001593366265296936,0.0038665373589716057
1.6,16000,301,2,0.22573558700716836,0.5,0.08028123691128929,0.23318096477647265,0.54931640625,0.011496456685480204,0.004172943594510043,72,0.030021920314715577,0.563707751025398,0.22893350950858993,0.04931640625,1.0,0.06370775102539805,0.0,0.00744537776930429,1.0,0.003197922501421563,1.0,0.002432107925415039,0.004058677540714106
1.6,16000,301,3,0.22573558700716836,0.5,0.06817192885027544,0.23016644744475986,0.4945068359375,0.010856608232544869,0.0041891926045121005,62,0.025651410502671414,0.4892831284633247,0.22636698867428698,-0.0054931640625,1.0,-0.010716871536675276,1.0,0.0044308604375914995,1.0,0.000631401667118614,1.0,3.0174851417541504e-05,0.0001148513355336007
1.6,16000,301,4,0.22573558700716836,0.5,0.09050347767405587,0.2325802719742434,0.477294921875,0.01065167305848654,0.00437601074347784,66,0.02549207575698829,0.4819912613441051,0.22883749524678632,-0.022705078125,1.0,-0.018008738655894918,1.0,0.006844684967075049,1.0,0.003101908239617951,1.0,0.0005155205726623535,0.0003243146679763239
1.6,16000,301,5,0.22573558700716836,0.5,0.09096456802425927,0.2502771261483024,0.5263671875,0.011377271689324904,0.004343032814806801,59,0.02296695167326309,0.5209205620036164,0.24815445861680413,0.0263671875,1.0,0.02092056200361636,1.0,0.024541539141134022,0.0,0.022418871609635765,0.0,0.0006952285766601562,0.0004376699145471566
1.6,16000,301,6,0.22573558700716836,0.5,0.05686172511450138,0.2140413683535563,0.4774169921875,0.010658161737636934,0.004076932701342851,70,0.031437283201979284,0.46157802411428367,0.2105654536874316,-0.0225830078125,1.0,-0.03842197588571633,1.0,-0.01169421865361206,1.0,-0.015170133319736767,1.0,0.000509992241859436,0.0014762482309625673
1.6,16000,301,7,0.22573558700716836,0.5,0.08221408258585443,0.21408586999925583,0.507568359375,0.011160774992189296,0.0038840409081739185,76,0.037385059425584746,0.518745471851586,0.2094335282344622,0.007568359375,1.0,0.018745471851586037,1.0,-0.011649717007912536,1.0,-0.016302058772706157,1.0,5.728006362915039e-05,0.0003513927149386045
1.6,16000,301,8,0.22573558700716836,0.5,0.10043878167594392,0.23515096487999357,0.54052734375,0.011418000265703061,0.004289580557588638,65,0.02368811453057384,0.539668572352737,0.2324198518860656,0.04052734375,1.0,0.03966857235273702,1.0,0.009415377872825204,1.0,0.006684264878897228,1.0,0.001642465591430664,0.0015735956325043318
1.6,16000,301,9,0.22573558700716836,0.5,0.07959837089835305,0.20767261277530674,0.5091552734375,0.010745636419437673,0.003925969623981517,45,0.018907816141780557,0.5087337877101004,0.2051700660343142,0.0091552734375,1.0,0.00873378771010036,1.0,-0.018062974231861623,1.0,-0.020565520972854162,1.0,8.381903171539307e-05,7.62790477651001e-05
1.6,16000,301,10,0.22573558700716836,0.5,0.0830755968631749,0.21085157682471561,0.4466552734375,0.010319837873746884,0.004180413048311941,63,0.026132225355885642,0.4502501002685159,0.20740572711176283,-0.0533447265625,0.0,-0.04974989973148408,1.0,-0.01488401018245275,1.0,-0.01832985989540553,1.0,0.002845659852027893,0.00247505252329272
1.6,16000,301,11,0.22573558700716836,0.5,0.08811534627967843,0.22692856811966688,0.505615234375,0.011046643789027043,0.004056371057190094,59,0.024086240519857124,0.5046218845831357,0.22450673442467028,0.005615234375,1.0,0.004621884583135727,1.0,0.0011929811124985201,1.0,-0.00122885258249808,1.0,3.153085708618164e-05,2.136181709982771e-05
1.6,16000,301,12,0.22573558700716836,0.5,0.08976924190568987,0.23942074857943874,0.5166015625,0.011191713268040545,0.004331493074658538,64,0.025305341267890188,0.5284660334570774,0.23639900924520382,0.0166015625,1.0,0.028466033457077433,1.0,0.013685161572270371,1.0,0.010663422238035458,1.0,0.00027561187744140625,0.0008103150607794518
1.6,16000,301,13,0.22573558700716836,0.5,0.07982515897130646,0.22545497661980382,0.459228515625,0.010363873252132188,0.004190984228305852,63,0.03117127861584631,0.46062596327219185,0.22146910490738267,-0.040771484375,1.0,-0.03937403672780815,1.0,-0.0002806103873645438,1.0,-0.004266482099785696,1.0,0.0016623139381408691,0.001550314768242785
1.6,16000,301,14,0.22573558700716836,0.5,0.09473731936443605,0.2287387697044161,0.548583984375,0.011562661372592238,0.004140596891557573,82,0.03531398204453402,0.5572633677590584,0.22556952819057316,0.048583984375,1.0,0.05726336775905838,1.0,0.003003182697247725,1.0,-0.00016605881659520483,1.0,0.002360403537750244,0.003279093287109167
1.6,16000,301,15,0.22573558700716836,0.5,0.07937326875058404,0.2332826239254185,0.49609375,0.010645936299722124,0.004104346554149909,57,0.021620349739483326,0.48643765101613157,0.23038324655721018,-0.00390625,1.0,-0.013562348983868433,1.0,0.007547036918250122,1.0,0.004647659550041816,1.0,1.52587890625e-05,0.00018393730996023712
1.6,16000,301,16,0.22573558700716836,0.5,0.09249077672319085,0.236856529172872,0.4967041015625,0.01099304920638723,0.004406059444753432,56,0.02076828183631088,0.49500634949567063,0.23438394835317422,-0.0032958984375,1.0,-0.004993650504329372,1.0,0.01112094216570364,1.0,0.008648361346005856,1.0,1.0862946510314941e-05,2.4936545359388992e-05
1.6,16000,301,17,0.22573558700716836,0.5,0.06988091149764356,0.24975378251925393,0.5042724609375,0.011092048643142609,0.004342070800246457,70,0.02784708376530034,0.5074931903343871,0.24636151421978858,0.0042724609375,1.0,0.007493190334387112,1.0,0.02401819551208556,0.0,0.020625927212620215,1.0,1.825392246246338e-05,5.614790138735244e-05
1.6,16000,301,18,0.22573558700716836,0.5,0.0898930297288246,0.23057143705256639,0.4764404296875,0.010702086479785747,0.004203843479859013,51,0.0202217944457045,0.4772851355897022,0.22755331457350758,-0.0235595703125,1.0,-0.022714864410297797,1.0,0.004835850045398021,1.0,0.0018177275663392167,1.0,0.0005550533533096313,0.0005159650651782135
1.6,16000,301,19,0.22573558700716836,0.5,0.0791630389953029,0.23124973031276874,0.4595947265625,0.010224442988813212,0.004356185542131017,61,0.026773034885753152,0.46019218277658464,0.2284189832824527,-0.0404052734375,1.0,-0.039807817223415365,1.0,0.0055141433056003775,1.0,0.0026833962752843277,1.0,0.001632586121559143,0.001584662312092845
