cell,V_true,h_rmse,V_bias,V_sd,V_se,V_se_over_sd,V_cover,n_band,W_bias,W_cover,draws
F1_cubic,0.5,0.371368510508577,-0.0009684244791666667,0.03828286484225773,0.059781701765400645,1.5615785812197598,0.9933333333333333,68.85333333333334,0.10462149750887206,0.0,150
F2_screen_miss,0.5697479248046875,0.3217422320332624,0.03131490071614584,0.04015264256533869,0.03883235546088006,0.9671183010605048,0.84,44.12,0.02753171397883529,0.8533333333333334,150
F2_control_S01,0.5697479248046875,0.16159904687220017,0.0041697184244791664,0.03129510270250055,0.029808604441592116,0.9525006108770604,0.9266666666666666,52.64,0.005333442309256165,0.9333333333333333,150
F3_overlap6,0.58599853515625,0.7919911364128556,0.17308919270833334,0.024814852258471704,0.03648205196236704,1.4701700248854874,0.0,50.64,0.3680257981321442,0.0,150
