dgp,dim,n,K,h_rmse,W_bias_plug,W_cover_plug,W_bias_ss,W_cover_ss,W_bias_loo,W_cover_loo,V_bias_plug,V_cover_plug,V_bias_ss,V_cover_ss,draws
dense,10,4000,200,0.572657134763901,0.07327550116294233,0.18666666666666668,0.01121497087451073,0.8533333333333334,-0.00036623841251124723,0.9266666666666666,0.005681355794270833,1.0,0.03204729059886827,0.6266666666666667,150
dense,50,4000,200,0.6406663641614154,0.10061884615887015,0.08,0.023698127852955927,0.84,0.010352460382137345,0.9,0.00224853515625,1.0,0.01777299778720078,0.5866666666666667,150
dense,50,4000,400,0.8860681002155566,0.17158223914967674,0.0,0.047836542061958476,0.5533333333333333,-0.003046677633237724,0.8533333333333334,-0.021082356770833335,0.9933333333333333,-0.0034048668009655477,0.5733333333333334,150
