shift,n,rep,V_true,h_rmse,W_hat,V_hat,W_se,eps_band,n_band,V_se,V_loo,V_hat_dev,V_hat_cover,V_loo_dev,V_loo_cover
-0.55,4000,105,0.8134002685546875,0.5811647865840602,0.6886579341750415,0.761474609375,0.031851008550475575,0.008153968827638197,47,0.029778617678506217,0.869093377515174,-0.0519256591796875,1.0,0.055693108960486515,1.0
-0.55,4000,106,0.8134002685546875,0.5655832735164142,0.6792171473083601,0.7435302734375,0.03122156325255119,0.008397483354879068,58,0.03689550986484264,0.7895847598657206,-0.0698699951171875,1.0,-0.02381550868896687,1.0
-0.55,4000,107,0.8134002685546875,0.6006762724636336,0.7594654938817141,0.781982421875,0.0325607901364595,0.00851647750565547,51,0.032253339388121686,0.77458903921728,-0.0314178466796875,1.0,-0.03881122933740755,1.0
-0.55,4000,108,0.8134002685546875,0.6087072320333105,0.7493764126644424,0.7647705078125,0.0323057623712995,0.008833780013554466,52,0.034586702403912,0.8479962834123849,-0.0486297607421875,1.0,0.034596014857697366,1.0
-0.55,4000,109,0.8134002685546875,0.585950389688461,0.7006869460931962,0.761962890625,0.03314816623032813,0.008304792585282843,58,0.03918094546754345,0.9118144455090235,-0.0514373779296875,1.0,0.09841417695433596,0.0
-0.55,4000,110,0.8134002685546875,0.5886174017591639,0.6628481296521518,0.7647705078125,0.03224778369555848,0.007698290710814435,46,0.03495022304867265,0.8695196658472292,-0.0486297607421875,1.0,0.05611939729254167,1.0
-0.55,4000,111,0.8134002685546875,0.5927981097894092,0.7171722864151355,0.760986328125,0.032042662059912935,0.008435542116788769,42,0.028484230742697122,0.8912057257343884,-0.0524139404296875,1.0,0.07780545717970089,0.0
-0.55,4000,112,0.8134002685546875,0.5879145529675074,0.736962924624845,0.7867431640625,0.034650345430005614,0.008050229039235529,42,0.034004141164426835,0.6489386247123143,-0.0266571044921875,1.0,-0.16446164384237316,0.0
-0.55,4000,113,0.8134002685546875,0.6059451130484015,0.7100409708017683,0.779541015625,0.03169070680082205,0.007982112221578193,36,0.03048727292800239,0.7867010655616022,-0.0338592529296875,1.0,-0.026699202993085258,1.0
-0.55,4000,114,0.8134002685546875,0.5797666122962662,0.6968520604090498,0.7513427734375,0.03195277592830652,0.008517083946941872,58,0.037299592444147184,0.635201152539319,-0.0620574951171875,1.0,-0.17819911601536853,0.0
-0.55,4000,115,0.8134002685546875,0.59014290413898,0.7652377034894206,0.7705078125,0.03322410805506325,0.008693009466076587,50,0.03466559129656063,0.6062783198128113,-0.0428924560546875,1.0,-0.20712194874187617,0.0
